poll;vote
481;yes
481;yes
481;yes
481;yes
481;no
481;yes
481;no
481;yes
481;yes
481;no
481;no
481;yes
481;no
481;yes
481;no
481;no
481;no
481;yes
481;yes
481;no
481;yes
481;no
481;yes
481;no
481;yes
481;no
481;no
481;yes
481;yes
482;yes
482;yes
482;yes
482;yes
482;yes
482;yes
482;no
482;no
482;no
482;no
482;yes
482;yes
482;yes
482;no
482;yes
482;no
482;no
482;yes
482;no
482;no
482;yes
482;no
482;yes
482;yes
482;no
482;yes
482;yes
482;no
482;yes
482;no
483;no
483;yes
483;yes
483;yes
483;yes
483;yes
483;no
483;no
483;yes
483;yes
483;yes
483;no
483;yes
483;yes
483;no
483;yes
483;no
483;yes
483;no
483;no
483;yes
483;no
483;no
483;yes
483;yes
483;yes
483;yes
483;yes
483;yes
483;no
484;no
484;no
484;yes
484;no
484;yes
484;yes
484;yes
484;yes
484;no
484;yes
484;yes
484;yes
484;yes
484;yes
484;yes
484;yes
484;no
484;no
484;no
484;yes
484;yes
484;yes
484;no
484;yes
484;yes
484;yes
484;yes
484;no
484;no
484;yes
485;no
485;no
485;no
485;yes
485;yes
485;yes
485;no
485;yes
485;no
485;yes
485;yes
485;yes
485;yes
485;yes
485;yes
485;yes
485;yes
485;no
485;yes
485;yes
485;no
485;no
485;no
485;yes
485;no
485;yes
485;yes
485;no
485;yes
485;yes
486;yes
486;no
486;yes
486;yes
486;no
486;no
486;yes
486;no
486;no
486;yes
486;no
486;yes
486;no
486;yes
486;yes
486;yes
486;yes
486;yes
486;yes
486;yes
486;yes
486;no
486;no
486;yes
486;yes
486;no
486;yes
486;yes
486;yes
486;no
487;no
487;yes
487;no
487;yes
487;no
487;no
487;no
487;no
487;yes
487;no
487;no
487;yes
487;no
487;yes
487;yes
487;no
487;yes
487;yes
487;yes
487;no
487;yes
487;yes
487;no
487;yes
487;no
487;no
487;yes
487;no
487;yes
487;yes
488;no
488;yes
488;yes
488;yes
488;no
488;yes
488;no
488;yes
488;yes
488;no
488;yes
488;no
488;no
488;yes
488;no
488;yes
488;yes
488;yes
488;no
488;no
488;yes
488;no
488;no
488;yes
488;no
488;yes
488;yes
488;no
488;yes
488;no
489;no
489;no
489;yes
489;no
489;yes
489;no
489;no
489;yes
489;yes
489;no
489;yes
489;no
489;yes
489;yes
489;yes
489;no
489;no
489;yes
489;no
489;no
489;yes
489;yes
489;no
489;no
489;yes
489;yes
489;no
489;no
489;yes
489;no
490;no
490;yes
490;yes
490;yes
490;yes
490;yes
490;no
490;no
490;yes
490;yes
490;yes
490;yes
490;no
490;yes
490;no
490;yes
490;no
490;yes
490;no
490;no
490;no
490;no
490;yes
490;no
490;yes
490;yes
490;yes
490;yes
490;no
490;yes
491;no
491;yes
491;yes
491;no
491;yes
491;no
491;yes
491;yes
491;yes
491;yes
491;no
491;no
491;no
491;yes
491;yes
491;no
491;yes
491;yes
491;yes
491;no
491;yes
491;no
491;yes
491;yes
491;no
491;yes
491;no
491;no
491;no
491;yes
492;no
492;no
492;yes
492;yes
492;yes
492;yes
492;yes
492;yes
492;yes
492;yes
492;no
492;yes
492;yes
492;yes
492;no
492;no
492;yes
492;yes
492;no
492;yes
492;no
492;no
492;yes
492;yes
492;no
492;yes
492;no
492;yes
492;yes
492;yes
493;yes
493;yes
493;yes
493;yes
493;no
493;yes
493;yes
493;yes
493;no
493;yes
493;yes
493;no
493;yes
493;yes
493;yes
493;yes
493;yes
493;yes
493;no
493;yes
493;no
493;yes
493;no
493;yes
493;no
493;no
493;yes
493;no
493;no
493;no
494;yes
494;no
494;yes
494;yes
494;no
494;yes
494;no
494;no
494;yes
494;no
494;yes
494;yes
494;no
494;yes
494;yes
494;yes
494;yes
494;no
494;no
494;no
494;no
494;no
494;yes
494;no
494;no
494;no
494;yes
494;yes
494;no
494;yes
495;yes
495;yes
495;yes
495;yes
495;yes
495;yes
495;yes
495;no
495;no
495;yes
495;no
495;no
495;no
495;yes
495;yes
495;yes
495;yes
495;yes
495;yes
495;yes
495;yes
495;yes
495;no
495;no
495;yes
495;no
495;yes
495;yes
495;no
495;yes
496;yes
496;yes
496;no
496;yes
496;yes
496;yes
496;yes
496;no
496;no
496;yes
496;yes
496;yes
496;yes
496;yes
496;yes
496;no
496;yes
496;yes
496;no
496;yes
496;yes
496;yes
496;yes
496;yes
496;yes
496;no
496;no
496;no
496;yes
496;no
497;no
497;yes
497;no
497;yes
497;yes
497;yes
497;yes
497;no
497;no
497;no
497;no
497;no
497;no
497;no
497;yes
497;yes
497;yes
497;yes
497;yes
497;yes
497;yes
497;no
497;yes
497;no
497;yes
497;no
497;yes
497;no
497;no
497;yes
498;yes
498;no
498;yes
498;no
498;yes
498;yes
498;yes
498;yes
498;yes
498;yes
498;yes
498;no
498;no
498;yes
498;yes
498;no
498;yes
498;no
498;yes
498;yes
498;yes
498;no
498;no
498;yes
498;yes
498;no
498;yes
498;yes
498;no
498;yes
499;yes
499;no
499;no
499;yes
499;yes
499;yes
499;no
499;no
499;yes
499;no
499;no
499;yes
499;yes
499;yes
499;no
499;yes
499;yes
499;yes
499;yes
499;no
499;yes
499;yes
499;no
499;no
499;yes
499;yes
499;yes
499;yes
499;yes
499;yes
500;yes
500;yes
500;yes
500;yes
500;no
500;yes
500;yes
500;yes
500;yes
500;yes
500;yes
500;no
500;no
500;no
500;yes
500;no
500;yes
500;yes
500;yes
500;no
500;yes
500;yes
500;yes
500;no
500;yes
500;no
500;yes
500;yes
500;no
500;no
501;yes
501;no
501;no
501;no
501;no
501;yes
501;yes
501;yes
501;yes
501;no
501;no
501;no
501;yes
501;yes
501;no
501;no
501;yes
501;yes
501;no
501;yes
501;yes
501;no
501;yes
501;no
501;yes
501;yes
501;yes
501;no
501;yes
501;yes
502;no
502;no
502;no
502;yes
502;yes
502;yes
502;no
502;yes
502;no
502;no
502;no
502;no
502;no
502;yes
502;no
502;no
502;yes
502;yes
502;no
502;no
502;no
502;yes
502;no
502;yes
502;yes
502;no
502;yes
502;yes
502;no
502;yes
503;yes
503;no
503;yes
503;yes
503;no
503;yes
503;yes
503;no
503;yes
503;no
503;yes
503;yes
503;no
503;no
503;no
503;yes
503;no
503;yes
503;yes
503;yes
503;yes
503;yes
503;yes
503;no
503;yes
503;yes
503;no
503;yes
503;yes
503;no
504;no
504;yes
504;no
504;yes
504;yes
504;yes
504;yes
504;yes
504;yes
504;yes
504;no
504;no
504;yes
504;no
504;no
504;yes
504;yes
504;no
504;no
504;yes
504;yes
504;no
504;no
504;yes
504;yes
504;yes
504;yes
504;yes
504;yes
504;yes
505;yes
505;no
505;yes
505;no
505;yes
505;yes
505;yes
505;yes
505;yes
505;yes
505;yes
505;yes
505;no
505;no
505;no
505;yes
505;yes
505;yes
505;yes
505;yes
505;yes
505;yes
505;yes
505;yes
505;no
505;no
505;no
505;no
505;yes
505;yes
506;yes
506;yes
506;yes
506;yes
506;no
506;no
506;no
506;yes
506;no
506;no
506;no
506;no
506;no
506;no
506;no
506;no
506;yes
506;yes
506;yes
506;yes
506;no
506;no
506;no
506;yes
506;yes
506;no
506;no
506;yes
506;yes
506;no
507;yes
507;yes
507;no
507;no
507;yes
507;no
507;no
507;yes
507;no
507;no
507;no
507;no
507;no
507;no
507;no
507;yes
507;no
507;no
507;yes
507;yes
507;yes
507;yes
507;yes
507;no
507;yes
507;no
507;no
507;no
507;yes
507;yes
508;yes
508;yes
508;no
508;yes
508;yes
508;yes
508;no
508;yes
508;no
508;yes
508;no
508;no
508;no
508;no
508;no
508;yes
508;yes
508;yes
508;no
508;yes
508;yes
508;no
508;yes
508;no
508;yes
508;yes
508;yes
508;yes
508;yes
508;yes
509;no
509;no
509;no
509;yes
509;no
509;yes
509;yes
509;yes
509;yes
509;yes
509;yes
509;no
509;yes
509;no
509;yes
509;yes
509;no
509;yes
509;yes
509;no
509;yes
509;no
509;no
509;yes
509;yes
509;no
509;yes
509;no
509;yes
509;yes
510;yes
510;yes
510;no
510;yes
510;no
510;no
510;yes
510;yes
510;yes
510;yes
510;yes
510;no
510;yes
510;yes
510;yes
510;no
510;yes
510;no
510;no
510;no
510;yes
510;no
510;no
510;yes
510;yes
510;yes
510;yes
510;no
510;yes
510;yes
511;no
511;no
511;no
511;yes
511;no
511;yes
511;yes
511;no
511;no
511;yes
511;yes
511;no
511;yes
511;no
511;no
511;no
511;no
511;no
511;no
511;yes
511;yes
511;yes
511;yes
511;yes
511;no
511;yes
511;yes
511;yes
511;no
511;yes
512;yes
512;yes
512;yes
512;yes
512;no
512;yes
512;no
512;yes
512;yes
512;yes
512;no
512;yes
512;yes
512;yes
512;yes
512;no
512;no
512;yes
512;yes
512;no
512;no
512;no
512;no
512;no
512;yes
512;yes
512;yes
512;no
512;no
512;no
513;yes
513;yes
513;no
513;yes
513;no
513;no
513;no
513;yes
513;no
513;yes
513;yes
513;yes
513;no
513;yes
513;yes
513;no
513;yes
513;yes
513;yes
513;no
513;no
513;no
513;yes
513;no
513;no
513;yes
513;yes
513;no
513;no
513;yes
514;yes
514;no
514;yes
514;yes
514;yes
514;no
514;no
514;yes
514;no
514;yes
514;no
514;no
514;yes
514;yes
514;yes
514;yes
514;yes
514;yes
514;yes
514;no
514;yes
514;no
514;yes
514;yes
514;yes
514;yes
514;yes
514;no
514;no
514;yes
515;yes
515;no
515;yes
515;no
515;yes
515;yes
515;yes
515;yes
515;yes
515;yes
515;yes
515;yes
515;yes
515;yes
515;yes
515;yes
515;yes
515;yes
515;yes
515;yes
515;yes
515;no
515;no
515;yes
515;yes
515;no
515;yes
515;yes
515;yes
515;no
516;yes
516;yes
516;yes
516;yes
516;no
516;yes
516;yes
516;no
516;yes
516;no
516;yes
516;yes
516;yes
516;yes
516;no
516;no
516;no
516;no
516;yes
516;yes
516;yes
516;no
516;yes
516;yes
516;no
516;yes
516;yes
516;no
516;no
516;yes
517;yes
517;yes
517;yes
517;yes
517;yes
517;no
517;yes
517;yes
517;no
517;yes
517;yes
517;yes
517;yes
517;no
517;yes
517;no
517;yes
517;yes
517;yes
517;yes
517;yes
517;no
517;no
517;no
517;yes
517;no
517;no
517;no
517;yes
517;no
518;yes
518;no
518;no
518;no
518;no
518;no
518;yes
518;yes
518;no
518;yes
518;yes
518;yes
518;no
518;yes
518;yes
518;no
518;no
518;yes
518;yes
518;yes
518;yes
518;no
518;yes
518;no
518;no
518;no
518;yes
518;yes
518;no
518;yes
519;yes
519;yes
519;yes
519;no
519;no
519;no
519;yes
519;yes
519;no
519;no
519;yes
519;yes
519;no
519;yes
519;yes
519;no
519;no
519;yes
519;yes
519;yes
519;no
519;yes
519;yes
519;yes
519;yes
519;no
519;no
519;yes
519;yes
519;no
520;no
520;yes
520;yes
520;yes
520;yes
520;yes
520;yes
520;yes
520;yes
520;yes
520;no
520;no
520;no
520;yes
520;yes
520;no
520;yes
520;yes
520;yes
520;no
520;no
520;no
520;no
520;yes
520;no
520;yes
520;no
520;no
520;no
520;yes
521;yes
521;yes
521;yes
521;yes
521;yes
521;no
521;yes
521;yes
521;yes
521;yes
521;no
521;yes
521;yes
521;yes
521;yes
521;yes
521;no
521;no
521;yes
521;yes
521;no
521;yes
521;yes
521;yes
521;yes
521;no
521;yes
521;yes
521;yes
521;yes
522;no
522;yes
522;yes
522;yes
522;no
522;no
522;yes
522;no
522;yes
522;yes
522;no
522;no
522;no
522;yes
522;no
522;no
522;yes
522;yes
522;yes
522;yes
522;yes
522;yes
522;yes
522;yes
522;no
522;no
522;no
522;yes
522;no
522;no
523;yes
523;no
523;yes
523;yes
523;no
523;no
523;no
523;yes
523;no
523;yes
523;no
523;yes
523;no
523;no
523;no
523;no
523;yes
523;no
523;no
523;yes
523;yes
523;yes
523;yes
523;yes
523;no
523;yes
523;yes
523;yes
523;yes
523;yes
524;yes
524;no
524;yes
524;no
524;yes
524;yes
524;no
524;yes
524;yes
524;no
524;yes
524;yes
524;no
524;yes
524;yes
524;no
524;yes
524;yes
524;yes
524;yes
524;no
524;no
524;no
524;no
524;yes
524;yes
524;yes
524;yes
524;no
524;yes
525;yes
525;yes
525;yes
525;no
525;no
525;no
525;yes
525;yes
525;yes
525;yes
525;yes
525;yes
525;yes
525;yes
525;no
525;no
525;yes
525;yes
525;yes
525;no
525;yes
525;yes
525;yes
525;yes
525;yes
525;no
525;no
525;yes
525;no
525;yes
526;no
526;yes
526;yes
526;yes
526;yes
526;yes
526;yes
526;no
526;no
526;yes
526;yes
526;no
526;no
526;yes
526;yes
526;yes
526;yes
526;no
526;no
526;yes
526;no
526;yes
526;no
526;no
526;yes
526;no
526;yes
526;yes
526;yes
526;yes
527;yes
527;yes
527;yes
527;yes
527;no
527;no
527;yes
527;yes
527;yes
527;yes
527;no
527;yes
527;no
527;no
527;yes
527;yes
527;yes
527;yes
527;yes
527;no
527;yes
527;yes
527;no
527;no
527;yes
527;no
527;no
527;yes
527;yes
527;yes
528;yes
528;yes
528;yes
528;no
528;yes
528;yes
528;yes
528;no
528;yes
528;yes
528;yes
528;yes
528;yes
528;no
528;yes
528;no
528;yes
528;yes
528;no
528;no
528;no
528;yes
528;yes
528;no
528;yes
528;no
528;no
528;yes
528;yes
528;no
529;yes
529;yes
529;yes
529;no
529;yes
529;no
529;no
529;yes
529;yes
529;no
529;yes
529;yes
529;no
529;no
529;no
529;yes
529;no
529;yes
529;no
529;no
529;no
529;yes
529;no
529;yes
529;yes
529;yes
529;no
529;yes
529;yes
529;yes
530;yes
530;yes
530;yes
530;no
530;no
530;yes
530;yes
530;yes
530;no
530;yes
530;yes
530;yes
530;no
530;yes
530;yes
530;yes
530;no
530;yes
530;yes
530;yes
530;no
530;no
530;no
530;no
530;yes
530;yes
530;yes
530;yes
530;no
530;no
531;yes
531;no
531;no
531;yes
531;no
531;no
531;no
531;yes
531;yes
531;no
531;yes
531;no
531;yes
531;yes
531;no
531;yes
531;yes
531;yes
531;yes
531;yes
531;yes
531;yes
531;yes
531;yes
531;yes
531;yes
531;yes
531;yes
531;yes
531;no
532;yes
532;no
532;no
532;yes
532;yes
532;yes
532;yes
532;yes
532;yes
532;yes
532;yes
532;yes
532;no
532;no
532;yes
532;no
532;no
532;yes
532;no
532;no
532;yes
532;no
532;no
532;no
532;no
532;yes
532;no
532;no
532;no
532;no
533;yes
533;yes
533;yes
533;yes
533;no
533;no
533;yes
533;yes
533;no
533;yes
533;yes
533;no
533;no
533;yes
533;no
533;yes
533;yes
533;yes
533;yes
533;no
533;yes
533;yes
533;no
533;no
533;yes
533;no
533;no
533;yes
533;no
533;yes
534;yes
534;yes
534;yes
534;yes
534;yes
534;yes
534;no
534;yes
534;no
534;yes
534;yes
534;no
534;yes
534;yes
534;yes
534;yes
534;no
534;yes
534;no
534;no
534;no
534;yes
534;no
534;yes
534;no
534;yes
534;no
534;no
534;no
534;no
535;no
535;yes
535;yes
535;no
535;no
535;no
535;yes
535;yes
535;no
535;yes
535;yes
535;yes
535;yes
535;yes
535;yes
535;no
535;yes
535;yes
535;yes
535;no
535;yes
535;no
535;no
535;yes
535;yes
535;no
535;yes
535;yes
535;no
535;no
536;yes
536;yes
536;yes
536;no
536;yes
536;no
536;no
536;no
536;yes
536;yes
536;yes
536;yes
536;no
536;yes
536;yes
536;no
536;yes
536;yes
536;yes
536;yes
536;no
536;yes
536;yes
536;no
536;yes
536;no
536;yes
536;yes
536;yes
536;yes
537;no
537;no
537;no
537;yes
537;yes
537;yes
537;yes
537;no
537;yes
537;yes
537;no
537;no
537;yes
537;yes
537;no
537;yes
537;no
537;no
537;no
537;yes
537;yes
537;no
537;yes
537;yes
537;yes
537;yes
537;no
537;no
537;yes
537;yes
538;no
538;yes
538;yes
538;no
538;yes
538;no
538;yes
538;no
538;no
538;yes
538;no
538;yes
538;no
538;no
538;yes
538;yes
538;yes
538;yes
538;no
538;yes
538;yes
538;no
538;no
538;no
538;yes
538;no
538;no
538;yes
538;no
538;no
539;no
539;yes
539;no
539;no
539;yes
539;yes
539;yes
539;yes
539;yes
539;yes
539;yes
539;yes
539;yes
539;no
539;yes
539;yes
539;yes
539;yes
539;no
539;no
539;yes
539;no
539;yes
539;no
539;yes
539;no
539;yes
539;no
539;yes
539;no
540;yes
540;yes
540;yes
540;no
540;no
540;no
540;no
540;yes
540;no
540;yes
540;yes
540;no
540;no
540;yes
540;yes
540;yes
540;yes
540;yes
540;no
540;no
540;yes
540;yes
540;yes
540;yes
540;yes
540;yes
540;no
540;no
540;yes
540;no
541;yes
541;no
541;yes
541;yes
541;yes
541;yes
541;no
541;yes
541;yes
541;yes
541;yes
541;yes
541;yes
541;no
541;no
541;no
541;no
541;yes
541;no
541;yes
541;no
541;no
541;yes
541;yes
541;no
541;no
541;no
541;yes
541;no
541;no
542;no
542;no
542;no
542;no
542;no
542;yes
542;no
542;yes
542;yes
542;yes
542;yes
542;no
542;yes
542;yes
542;yes
542;no
542;no
542;yes
542;yes
542;yes
542;yes
542;yes
542;yes
542;no
542;no
542;no
542;no
542;yes
542;yes
542;yes
543;yes
543;no
543;no
543;yes
543;yes
543;no
543;no
543;yes
543;no
543;yes
543;yes
543;no
543;no
543;yes
543;yes
543;yes
543;yes
543;no
543;no
543;yes
543;no
543;yes
543;yes
543;yes
543;no
543;no
543;no
543;yes
543;yes
543;yes
544;yes
544;no
544;no
544;yes
544;yes
544;yes
544;yes
544;yes
544;no
544;no
544;no
544;no
544;no
544;yes
544;no
544;no
544;no
544;no
544;yes
544;yes
544;no
544;yes
544;yes
544;yes
544;yes
544;yes
544;no
544;yes
544;yes
544;yes
545;no
545;yes
545;yes
545;yes
545;yes
545;yes
545;no
545;yes
545;yes
545;no
545;yes
545;no
545;yes
545;yes
545;yes
545;yes
545;no
545;no
545;yes
545;yes
545;yes
545;yes
545;yes
545;yes
545;yes
545;yes
545;no
545;yes
545;no
545;no
546;yes
546;yes
546;yes
546;yes
546;no
546;yes
546;yes
546;yes
546;yes
546;no
546;yes
546;yes
546;no
546;yes
546;no
546;no
546;yes
546;yes
546;yes
546;yes
546;no
546;no
546;no
546;no
546;yes
546;yes
546;yes
546;no
546;yes
546;yes
547;yes
547;yes
547;yes
547;no
547;yes
547;yes
547;no
547;no
547;no
547;no
547;no
547;yes
547;no
547;yes
547;no
547;no
547;no
547;yes
547;no
547;yes
547;no
547;yes
547;no
547;no
547;no
547;no
547;no
547;yes
547;no
547;no
548;no
548;yes
548;yes
548;yes
548;yes
548;no
548;no
548;yes
548;yes
548;no
548;no
548;yes
548;yes
548;no
548;yes
548;yes
548;yes
548;yes
548;yes
548;yes
548;yes
548;yes
548;yes
548;no
548;no
548;yes
548;yes
548;yes
548;no
548;no
549;no
549;yes
549;no
549;yes
549;no
549;yes
549;yes
549;yes
549;yes
549;yes
549;yes
549;no
549;yes
549;no
549;yes
549;no
549;yes
549;no
549;yes
549;no
549;yes
549;yes
549;no
549;no
549;no
549;yes
549;no
549;yes
549;yes
549;no
550;no
550;yes
550;yes
550;no
550;no
550;yes
550;no
550;yes
550;yes
550;yes
550;no
550;yes
550;no
550;yes
550;yes
550;yes
550;yes
550;yes
550;yes
550;no
550;no
550;no
550;yes
550;yes
550;yes
550;no
550;no
550;yes
550;yes
550;no
551;yes
551;no
551;no
551;no
551;yes
551;no
551;yes
551;yes
551;yes
551;yes
551;no
551;yes
551;yes
551;no
551;yes
551;yes
551;no
551;yes
551;yes
551;yes
551;no
551;yes
551;yes
551;yes
551;yes
551;no
551;no
551;yes
551;yes
551;no
552;yes
552;yes
552;yes
552;yes
552;no
552;no
552;yes
552;yes
552;no
552;no
552;no
552;yes
552;no
552;yes
552;no
552;no
552;yes
552;yes
552;yes
552;yes
552;yes
552;no
552;yes
552;yes
552;yes
552;yes
552;yes
552;yes
552;no
552;no
553;no
553;no
553;yes
553;no
553;yes
553;no
553;no
553;no
553;yes
553;no
553;yes
553;yes
553;yes
553;yes
553;yes
553;no
553;yes
553;yes
553;yes
553;no
553;yes
553;yes
553;yes
553;yes
553;no
553;yes
553;no
553;yes
553;yes
553;yes
554;yes
554;yes
554;yes
554;yes
554;yes
554;no
554;yes
554;yes
554;yes
554;yes
554;yes
554;yes
554;yes
554;no
554;yes
554;yes
554;no
554;no
554;yes
554;yes
554;no
554;yes
554;yes
554;no
554;yes
554;yes
554;no
554;no
554;yes
554;yes
555;no
555;yes
555;no
555;yes
555;yes
555;no
555;yes
555;yes
555;no
555;yes
555;yes
555;yes
555;yes
555;no
555;no
555;no
555;yes
555;no
555;no
555;no
555;no
555;yes
555;yes
555;yes
555;no
555;yes
555;yes
555;yes
555;no
555;yes
556;yes
556;no
556;yes
556;yes
556;yes
556;yes
556;no
556;yes
556;yes
556;yes
556;no
556;no
556;no
556;no
556;yes
556;no
556;no
556;no
556;no
556;no
556;yes
556;yes
556;no
556;yes
556;no
556;yes
556;no
556;no
556;no
556;yes
557;no
557;yes
557;no
557;yes
557;no
557;yes
557;no
557;no
557;no
557;yes
557;yes
557;yes
557;yes
557;no
557;no
557;no
557;yes
557;no
557;yes
557;no
557;no
557;yes
557;no
557;no
557;no
557;yes
557;no
557;no
557;no
557;no
558;no
558;yes
558;no
558;yes
558;no
558;yes
558;no
558;yes
558;no
558;yes
558;yes
558;yes
558;no
558;yes
558;yes
558;yes
558;no
558;no
558;yes
558;yes
558;no
558;no
558;yes
558;yes
558;no
558;yes
558;yes
558;yes
558;yes
558;no
559;yes
559;yes
559;yes
559;yes
559;no
559;no
559;yes
559;no
559;no
559;yes
559;yes
559;no
559;no
559;yes
559;no
559;yes
559;no
559;yes
559;yes
559;yes
559;yes
559;no
559;yes
559;yes
559;no
559;yes
559;yes
559;no
559;yes
559;no
560;yes
560;yes
560;no
560;yes
560;yes
560;yes
560;no
560;yes
560;yes
560;yes
560;no
560;no
560;yes
560;yes
560;yes
560;no
560;no
560;yes
560;yes
560;yes
560;yes
560;yes
560;yes
560;no
560;yes
560;no
560;no
560;yes
560;no
560;no
561;no
561;yes
561;no
561;no
561;yes
561;yes
561;yes
561;no
561;yes
561;no
561;no
561;yes
561;yes
561;yes
561;yes
561;yes
561;no
561;no
561;no
561;yes
561;yes
561;yes
561;no
561;no
561;no
561;yes
561;no
561;yes
561;yes
561;no
562;yes
562;no
562;yes
562;yes
562;yes
562;yes
562;no
562;no
562;yes
562;yes
562;yes
562;yes
562;yes
562;yes
562;no
562;no
562;yes
562;yes
562;yes
562;no
562;yes
562;no
562;no
562;yes
562;yes
562;no
562;yes
562;no
562;yes
562;yes
563;yes
563;no
563;no
563;yes
563;no
563;no
563;yes
563;yes
563;yes
563;no
563;no
563;no
563;no
563;no
563;no
563;yes
563;no
563;yes
563;yes
563;yes
563;yes
563;yes
563;yes
563;yes
563;no
563;no
563;yes
563;yes
563;yes
563;yes
564;yes
564;yes
564;yes
564;no
564;yes
564;yes
564;yes
564;yes
564;yes
564;yes
564;yes
564;yes
564;yes
564;yes
564;yes
564;yes
564;yes
564;yes
564;no
564;no
564;yes
564;yes
564;no
564;yes
564;yes
564;yes
564;yes
564;yes
564;no
564;no
565;no
565;yes
565;yes
565;yes
565;yes
565;no
565;no
565;yes
565;no
565;no
565;no
565;yes
565;yes
565;yes
565;no
565;no
565;yes
565;no
565;no
565;no
565;no
565;yes
565;no
565;yes
565;yes
565;no
565;no
565;yes
565;yes
565;yes
566;no
566;no
566;yes
566;yes
566;yes
566;yes
566;no
566;no
566;no
566;yes
566;no
566;yes
566;no
566;yes
566;no
566;yes
566;yes
566;no
566;yes
566;yes
566;no
566;no
566;no
566;no
566;no
566;yes
566;no
566;no
566;no
566;no
567;no
567;no
567;no
567;yes
567;no
567;yes
567;yes
567;no
567;yes
567;yes
567;yes
567;yes
567;yes
567;yes
567;yes
567;yes
567;no
567;yes
567;no
567;no
567;yes
567;yes
567;yes
567;yes
567;yes
567;no
567;no
567;yes
567;yes
567;no
568;no
568;yes
568;no
568;yes
568;yes
568;yes
568;yes
568;yes
568;no
568;yes
568;yes
568;no
568;no
568;yes
568;no
568;yes
568;no
568;yes
568;no
568;no
568;yes
568;no
568;yes
568;no
568;yes
568;no
568;yes
568;yes
568;yes
568;yes
569;no
569;no
569;yes
569;yes
569;yes
569;yes
569;no
569;yes
569;yes
569;yes
569;no
569;yes
569;no
569;yes
569;no
569;yes
569;yes
569;no
569;yes
569;yes
569;no
569;yes
569;no
569;no
569;yes
569;yes
569;no
569;no
569;yes
569;no
570;no
570;no
570;no
570;no
570;yes
570;no
570;yes
570;yes
570;yes
570;yes
570;yes
570;no
570;yes
570;yes
570;yes
570;yes
570;yes
570;yes
570;yes
570;yes
570;no
570;yes
570;yes
570;yes
570;yes
570;no
570;yes
570;no
570;yes
570;yes
571;no
571;no
571;yes
571;yes
571;yes
571;yes
571;no
571;yes
571;yes
571;yes
571;no
571;yes
571;no
571;yes
571;no
571;no
571;yes
571;yes
571;yes
571;yes
571;no
571;no
571;no
571;yes
571;no
571;no
571;yes
571;yes
571;yes
571;no
572;no
572;yes
572;no
572;yes
572;yes
572;no
572;no
572;yes
572;no
572;no
572;no
572;yes
572;yes
572;yes
572;no
572;no
572;no
572;yes
572;no
572;no
572;yes
572;yes
572;yes
572;yes
572;no
572;yes
572;yes
572;yes
572;yes
572;yes
573;no
573;yes
573;yes
573;yes
573;no
573;yes
573;no
573;yes
573;no
573;yes
573;no
573;no
573;no
573;no
573;yes
573;yes
573;no
573;no
573;no
573;no
573;yes
573;yes
573;no
573;no
573;yes
573;yes
573;yes
573;yes
573;no
573;no
574;no
574;no
574;yes
574;no
574;no
574;yes
574;no
574;yes
574;no
574;yes
574;no
574;yes
574;no
574;no
574;no
574;yes
574;yes
574;yes
574;yes
574;yes
574;yes
574;yes
574;yes
574;yes
574;yes
574;no
574;no
574;yes
574;no
574;no
575;yes
575;yes
575;no
575;no
575;no
575;no
575;yes
575;yes
575;yes
575;yes
575;yes
575;yes
575;yes
575;yes
575;no
575;yes
575;no
575;no
575;no
575;no
575;no
575;yes
575;no
575;no
575;yes
575;yes
575;yes
575;yes
575;yes
575;no
576;no
576;yes
576;yes
576;no
576;yes
576;yes
576;yes
576;yes
576;yes
576;yes
576;yes
576;yes
576;no
576;no
576;yes
576;no
576;yes
576;no
576;yes
576;yes
576;yes
576;yes
576;yes
576;no
576;yes
576;no
576;no
576;no
576;yes
576;yes
577;yes
577;no
577;yes
577;no
577;yes
577;yes
577;no
577;no
577;yes
577;yes
577;yes
577;yes
577;yes
577;yes
577;yes
577;yes
577;no
577;no
577;no
577;no
577;yes
577;no
577;yes
577;yes
577;no
577;no
577;yes
577;yes
577;yes
577;no
578;no
578;no
578;no
578;yes
578;yes
578;yes
578;yes
578;no
578;no
578;no
578;no
578;no
578;yes
578;yes
578;yes
578;no
578;no
578;no
578;no
578;no
578;no
578;no
578;yes
578;no
578;yes
578;yes
578;no
578;no
578;yes
578;yes
579;yes
579;yes
579;yes
579;no
579;yes
579;no
579;no
579;no
579;yes
579;yes
579;no
579;no
579;yes
579;no
579;yes
579;no
579;yes
579;yes
579;yes
579;yes
579;yes
579;yes
579;yes
579;no
579;no
579;yes
579;yes
579;no
579;yes
579;yes
580;yes
580;no
580;yes
580;yes
580;no
580;yes
580;no
580;yes
580;no
580;yes
580;yes
580;no
580;yes
580;yes
580;no
580;yes
580;no
580;no
580;no
580;yes
580;no
580;yes
580;yes
580;no
580;yes
580;yes
580;yes
580;no
580;yes
580;yes
581;yes
581;yes
581;no
581;no
581;no
581;yes
581;no
581;yes
581;no
581;yes
581;yes
581;no
581;yes
581;no
581;no
581;yes
581;yes
581;no
581;no
581;no
581;yes
581;yes
581;yes
581;yes
581;yes
581;no
581;yes
581;no
581;yes
581;yes
582;no
582;yes
582;yes
582;no
582;yes
582;no
582;yes
582;yes
582;yes
582;yes
582;no
582;yes
582;no
582;no
582;no
582;yes
582;no
