id;country;managed_by;fulfill_via;vendor_inco_term;shipment_mode;late_delivery;late;product_group;sub_classification;vendor;item_description;molecule_test_type;brand;dosage;dosage_form;unit_of_measure_per_pack;line_item_quantity;line_item_value;pack_price;unit_price;manufacturing_site;first_line_designation;weight_kilograms;freight_cost_usd;line_item_insurance_usd
69208;Haiti;PMO - US;Direct Drop;CIP;Air;0;No;ARV;Pediatric;MERCK SHARP & DOHME IDEA GMBH (FORMALLY MERCK SHARP & DOHME B.V.);Efavirenz 30mg/ml [Stocrin/Sustiva], oral solution, Bottle, 180 ml;Efavirenz;Stocrin/Sustiva;30mg/ml;Oral solution;180;342;5800,32;16,96;0,09;MSD, Haarlem, NL;Yes;109;290,00;12,51
1646;Guyana;PMO - US;Direct Drop;EXW;Air;0;No;HRDT;HIV test;Trinity Biotech, Plc;HIV 1/2, Uni-Gold HIV Kit, 20 Tests;HIV 1/2, Uni-Gold HIV Kit;Uni-Gold;N/A;Test kit;20;832;26624,00;32,00;1,60;Trinity Biotech, Plc;Yes;832;3740,04;42,60
48523;Tanzania;PMO - US;Direct Drop;EXW;Air;0;No;HRDT;HIV test;Orgenics, Ltd;HIV 1/2, Determine Complete HIV Kit, 100 Tests;HIV 1/2, Determine Complete HIV Kit;Determine;N/A;Test kit;100;2744;219520,00;80,00;0,80;Alere Medical Co., Ltd.;Yes;1303;22223,94;307,77
71009;Liberia;PMO - US;Direct Drop;EXW;Air;0;No;HRDT;HIV test;Trinity Biotech, Plc;HIV 1/2, Uni-Gold HIV Kit, 20 Tests;HIV 1/2, Uni-Gold HIV Kit;Uni-Gold;N/A;Test kit;20;20;640,00;32,00;1,60;Trinity Biotech, Plc;Yes;7;498,72;1,06
1939;Zambia;PMO - US;Direct Drop;EXW;Air;0;No;HRDT;HIV test - Ancillary;Orgenics, Ltd;HIV, Lancet, Safety, for HIV Test kits, 100 Pcs;HIV, Lancet, Safety, for HIV Test kits, 100 Pcs;Generic;N/A;Test kit - Ancillary;100;3000;30,00;0,01;0,00;Inverness Japan;Yes;889;7303,52;0,05
16693;Kenya;PMO - US;Direct Drop;FCA;Air;0;No;HRDT;HIV test;Orgenics, Ltd;HIV 1/2, Determine Complete HIV Kit, 100 Tests;HIV 1/2, Determine Complete HIV Kit;Determine;N/A;Test kit;100;12315;1096035,00;89,00;0,89;Inverness Japan;Yes;3637;38452,73;1808,46
34564;Burundi;PMO - US;Direct Drop;EXW;Air;0;No;HRDT;HIV test;Orgenics, Ltd;HIV 1/2, Determine Complete HIV Kit, 100 Tests;HIV 1/2, Determine Complete HIV Kit;Determine;N/A;Test kit;100;1586;126880,00;80,00;0,80;Alere Medical Co., Ltd.;Yes;972;14419,91;149,34
79885;Zimbabwe;PMO - US;Direct Drop;EXW;Air Charter;0;No;ARV;Adult;HETERO LABS LIMITED;Lamivudine/Tenofovir Disoproxil Fumarate 300/300mg, tablets, 30 Tabs;Lamivudine/Tenofovir Disoproxil Fumarate;Generic;300/300mg;Tablet - FDC;30;27053;124984,86;4,62;0,15;Hetero Unit III Hyderabad IN;Yes;4598;25467,64;128,48
35539;Sudan;PMO - US;Direct Drop;EXW;Air;0;No;HRDT;HIV test;Orgenics, Ltd;HIV 1/2, Determine Complete HIV Kit, 100 Tests;HIV 1/2, Determine Complete HIV Kit;Determine;N/A;Test kit;100;20;1780,00;89,00;0,89;Alere Medical Co., Ltd.;Yes;10;900,53;2,94
36277;Haiti;PMO - US;Direct Drop;EXW;Air;0;No;HRDT;HIV test;Orasure Technologies Inc.;HIV 1/2, OraQuick Advance HIV Rapid Antibody Kit, 100 Tests;HIV 1/2, OraQuick Advance HIV Rapid Antibody Kit;OraQuick;N/A;Test kit;100;100;35000,00;350,00;3,50;Orasure Technologies, Inc;Yes;240;4355,70;75,46
23466;Rwanda;PMO - US;Direct Drop;CIP;Air;0;No;ARV;Adult;Aurobindo Pharma Limited;Lopinavir/Ritonavir 200/50mg, tablets, 120 Tabs;Lopinavir/Ritonavir;Generic;200/50mg;Tablet;120;2240;83686,40;37,36;0,31;Aurobindo Unit III, India;Yes;554;7531,78;164,03
14178;Tanzania;PMO - US;Direct Drop;EXW;Air;1;Yes;HRDT;HIV test;Standard Diagnostics, Inc.;HIV 1/2, Bioline 3.0 Kit, Lancets, Capillary pipets, Alcohol swabs included, 25 Tests;HIV 1/2, Bioline 3.0 Kit, Lancets, Capillary pipets, Alcohol swabs included;Bioline;N/A;Test kit;25;10000;200000,00;20,00;0,80;Standard Diagnostics, Korea;Yes;3334;21952,35;330,00
19359;Zimbabwe;PMO - US;Direct Drop;EXW;Air;0;No;ARV;Pediatric;ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV);Lopinavir/Ritonavir 80/20mg/ml [Kaletra], oral solution, cool, Bottle 5 x 60 ml;Lopinavir/Ritonavir;Kaletra;80/20mg/ml;Oral solution;300;2025;62410,50;30,82;0,10;ABBVIE (Abbott) Logis. UK;Yes;1902;16777,24;64,16
41910;Burundi;PMO - US;Direct Drop;EXW;Air;0;No;HRDT;HIV test;Orgenics, Ltd;HIV 1/2, Determine Complete HIV Kit, 100 Tests;HIV 1/2, Determine Complete HIV Kit;Determine;N/A;Test kit;100;675;54000,00;80,00;0,80;Alere Medical Co., Ltd.;Yes;278;5626,76;55,51
8263;Nigeria;PMO - US;Direct Drop;EXW;Air;0;No;HRDT;HIV test;CHEMBIO DIAGNOSTIC SYSTEMS, INC.;HIV 1/2, Stat-Pak HIV, Kit, 20 Tests;HIV 1/2, Stat-Pak HIV, Kit;Stat-Pak;N/A;Test kit;20;6520;176040,00;27,00;1,35;Chembio Diagnostics Sys. Inc.;Yes;2224;12768,47;281,66
1527;Nigeria;PMO - US;Direct Drop;EXW;Air;0;No;HRDT;HIV test;CHEMBIO DIAGNOSTIC SYSTEMS, INC.;HIV 1/2, Stat-Pak HIV, Kit, 20 Tests;HIV 1/2, Stat-Pak HIV, Kit;Stat-Pak;N/A;Test kit;20;10000;270000,00;27,00;1,35;Chembio Diagnostics Sys. Inc.;Yes;3336;28002,75;432,00
24875;Vietnam;PMO - US;Direct Drop;EXW;Air;0;No;ARV;Adult;MYLAN LABORATORIES LTD (FORMERLY MATRIX LABORATORIES);Lamivudine/Nevirapine/Zidovudine 150/200/300mg, tablets, 60 Tabs;Lamivudine/Nevirapine/Zidovudine;Generic;150/300/200mg;Tablet - FDC;60;27900;225990,00;8,10;0,13;Mylan (formerly Matrix) Nashik;Yes;3868;7238,46;232,32
2399;Haiti;PMO - US;Direct Drop;EXW;Air;0;No;ARV;Pediatric;Aurobindo Pharma Limited;Zidovudine 100mg, capsules, 100 Caps;Zidovudine;Generic;100mg;Capsule;100;2100;10500,00;5,00;0,05;Aurobindo Unit III, India;Yes;187;1903,54;20,58
79081;South Sudan;PMO - US;Direct Drop;EXW;Air;0;No;HRDT;HIV test;Trinity Biotech, Plc;HIV 1/2, Uni-Gold HIV Kit, 20 Tests;HIV 1/2, Uni-Gold HIV Kit;Uni-Gold;N/A;Test kit;20;444;14208,00;32,00;1,60;Trinity Biotech, Plc;Yes;132;1847,97;14,61
64319;Nigeria;PMO - US;Direct Drop;EXW;Air;1;Yes;HRDT;HIV test;Orgenics, Ltd;HIV 1/2, Determine Complete HIV Kit, 100 Tests;HIV 1/2, Determine Complete HIV Kit;Determine;N/A;Test kit;100;2835;252315,00;89,00;0,89;Alere Medical Co., Ltd.;Yes;1352;30726,22;353,75
43912;Haiti;PMO - US;Direct Drop;EXW;Air;0;No;ARV;Adult;Aurobindo Pharma Limited;Lamivudine/Zidovudine 150/300mg, tablets, 60 Tabs;Lamivudine/Zidovudine;Generic;150/300mg;Tablet - FDC;60;1217;8239,09;6,77;0,11;Aurobindo Unit III, India;Yes;124;976,44;8,47
5701;Vietnam;PMO - US;Direct Drop;EXW;Air;0;No;ARV;Adult;Aurobindo Pharma Limited;Abacavir 300mg, tablets, 60 Tabs;Abacavir;Generic;300mg;Tablet;60;500;12500,00;25,00;0,42;Aurobindo Unit III, India;Yes;124;5217,59;20,00
13379;Malawi;PMO - US;Direct Drop;EXW;Ocean;0;No;ARV;Adult;MYLAN LABORATORIES LTD (FORMERLY MATRIX LABORATORIES);Efavirenz/Lamivudine/Tenofovir Disoproxil Fumarate 600/300/300mg, tablets, 30 Tabs;Efavirenz/Lamivudine/Tenofovir Disoproxil Fumarate;Generic;600/300/300mg;Tablet - FDC;30;243800;2801262,00;11,49;0,38;Mylan (formerly Matrix) Nashik;Yes;27549;24875,46;3465,16
49907;Malawi;PMO - US;Direct Drop;EXW;Ocean;0;No;ARV;Adult;MYLAN LABORATORIES LTD (FORMERLY MATRIX LABORATORIES);Efavirenz/Lamivudine/Tenofovir Disoproxil Fumarate 600/300/300mg, tablets, 30 Tabs;Efavirenz/Lamivudine/Tenofovir Disoproxil Fumarate;Generic;600/300/300mg;Tablet - FDC;30;60000;689400,00;11,49;0,38;Mylan (formerly Matrix) Nashik;Yes;6778;15020,21;852,79
78727;Rwanda;PMO - US;Direct Drop;FCA;Air;0;No;ARV;Pediatric;Hoffmann-La Roche ltd Basel;Nelfinavir 50mg/g [Viracept], oral powder, 144g;Nelfinavir;Viracept;50mg/g;Oral powder;144;148;5429,50;36,69;0,25;Roche Basel;Yes;27;1253,71;11,71
55679;Tanzania;PMO - US;Direct Drop;EXW;Air;0;No;HRDT;HIV test;Orgenics, Ltd;HIV 1/2, Determine Complete HIV Kit, 100 Tests;HIV 1/2, Determine Complete HIV Kit;Determine;N/A;Test kit;100;2744;219520,00;80,00;0,80;Alere Medical Co., Ltd.;Yes;1303;22158,58;307,77
52963;Cameroon;PMO - US;Direct Drop;EXW;Air;0;No;ARV;Adult;Aurobindo Pharma Limited;Lamivudine/Tenofovir Disoproxil Fumarate 300/300mg, tablets, 30 Tabs;Lamivudine/Tenofovir Disoproxil Fumarate;Generic;300/300mg;Tablet - FDC;30;32426;150780,90;4,65;0,16;Aurobindo Unit VII, IN;Yes;3234;26980,59;186,52
24374;Rwanda;PMO - US;Direct Drop;CIP;Air;0;No;ARV;Adult;Aurobindo Pharma Limited;Tenofovir Disoproxil Fumarate 300mg, tablets, 30 Tabs;Tenofovir Disoproxil Fumarate;Generic;300mg;Tablet;30;5520;47251,20;8,56;0,29;Aurobindo Unit III, India;Yes;516;2355,52;92,61
78201;South Africa;PMO - US;Direct Drop;DDP;Air;1;Yes;ARV;Adult;Aurobindo Pharma Limited;Lamivudine 150mg, tablets, 60 Tabs;Lamivudine;Generic;150mg;Tablet;60;16999;43007,47;2,53;0,04;Aurobindo Unit III, India;Yes;912;1791,42;92,72
59017;Botswana;PMO - US;Direct Drop;EXW;Air;0;No;HRDT;HIV test;Premier Medical Corporation Ltd.;HIV 1/2/O, First Response HIV 1-2.0, v.3.0 Cards Kit, 30 Tests;HIV 1/2/O, First Response HIV 1-2.0, v.3.0 Cards Kit;First Response;N/A;Test kit;30;34;765,00;22,50;0,75;Premier Med. Corp Ltd. India;Yes;13;766,62;1,26
18436;Ethiopia;PMO - US;Direct Drop;EXW;Air;0;No;HRDT;HIV test;SHANGHAI KEHUA BIOENGINEERING CO.,LTD.  (KHB);HIV 1/2, SKB Colloidal Gold, Diagnostic Kit, Antibody, 50 Tests;HIV 1/2, Colloidal Gold, Diagnostic Kit, Antibody;Colloidal Gold;N/A;Test kit;1;175;4287,50;24,50;24,50;KHB Test Kit Facility, Shanghai China;Yes;125;1472,03;6,01
23315;Rwanda;PMO - US;Direct Drop;EXW;Air;0;No;ARV;Pediatric;EMCURE PHARMACEUTICALS LTD;Atazanavir 150mg, capsules, 60 Caps;Atazanavir;Generic;150mg;Capsule;60;912;18240,00;20,00;0,33;Emcure Plot No.P-2, I.T-B.T. Park, Phase II, MIDC, Hinjwadi, Pune, India;Yes;102;1600,98;21,47
62476;Cameroon;PMO - US;Direct Drop;EXW;Air;0;No;HRDT;HIV test;Orasure Technologies Inc.;HIV 1/2, OraQuick Advance HIV Rapid Antibody Kit, 100 Tests;HIV 1/2, OraQuick Advance HIV Rapid Antibody Kit;OraQuick;N/A;Test kit;100;30;10500,00;350,00;3,50;Orasure Technologies, Inc;Yes;75;1406,75;12,99
63608;Kenya;PMO - US;Direct Drop;EXW;Air;0;No;HRDT;HIV test;Trinity Biotech, Plc;HIV 1/2, Uni-Gold HIV Kit, 20 Tests;HIV 1/2, Uni-Gold HIV Kit;Uni-Gold;N/A;Test kit;20;20000;640000,00;32,00;1,60;Trinity Biotech, Plc;Yes;6568;41300,11;897,28
79871;Nigeria;PMO - US;Direct Drop;EXW;Air;0;No;HRDT;HIV test;Trinity Biotech, Plc;HIV 1/2, Uni-Gold HIV Kit, 20 Tests;HIV 1/2, Uni-Gold HIV Kit;Uni-Gold;N/A;Test kit;20;6042;193344,00;32,00;1,60;Trinity Biotech, Plc;Yes;1990;23396,04;271,07
69952;Nigeria;PMO - US;Direct Drop;FCA;Air;0;No;ARV;Pediatric;ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV);Lopinavir/Ritonavir 80/20mg/ml [Kaletra], oral solution, cool, Bottle 5 x 60 ml;Lopinavir/Ritonavir;Kaletra;80/20mg/ml;Oral solution;300;789;24316,98;30,82;0,10;ABBVIE (Abbott) Logis. UK;Yes;794;5808,69;25,00
21563;Tanzania;PMO - US;Direct Drop;EXW;Ocean;0;No;ARV;Pediatric;MYLAN LABORATORIES LTD (FORMERLY MATRIX LABORATORIES);Lamivudine/Nevirapine/Zidovudine 30/50/60mg, dispersible tablets, 60 Tabs;Lamivudine/Nevirapine/Zidovudine;Generic;30/50/60mg;Chewable/dispersible tablet - FDC;60;115000;414000,00;3,60;0,06;Mylan (formerly Matrix) Nashik;Yes;10504;28270,78;425,59
13748;Cªte d'Ivoire;PMO - US;Direct Drop;EXW;Air;0;No;HRDT;HIV test;CHEMBIO DIAGNOSTIC SYSTEMS, INC.;HIV 1/2, Stat-Pak HIV, Kit, 20 Tests;HIV 1/2, Stat-Pak HIV, Kit;Stat-Pak;N/A;Test kit;20;350;9450,00;27,00;1,35;Chembio Diagnostics Sys. Inc.;Yes;205;1437,40;18,52
60023;Haiti;PMO - US;Direct Drop;EXW;Air;0;No;ARV;Pediatric;CIPLA LIMITED;Abacavir 60mg, dispersible tablets, 60 Tabs;Abacavir;Generic;60mg;Chewable/dispersible tablet;60;864;5356,80;6,20;0,10;Cipla, Patalganga, India;Yes;46;304,63;7,51
52837;Nigeria;PMO - US;Direct Drop;EXW;Air;0;No;HRDT;HIV test;Orgenics, Ltd;HIV 1/2, Determine Complete HIV Kit, 100 Tests;HIV 1/2, Determine Complete HIV Kit;Determine;N/A;Test kit;100;4657;414473,00;89,00;0,89;Alere Medical Co., Ltd.;Yes;2307;21672,24;487,83
38409;Tanzania;PMO - US;Direct Drop;EXW;Air;0;No;HRDT;HIV test;Trinity Biotech, Plc;HIV 1/2, Uni-Gold HIV Kit, 20 Tests;HIV 1/2, Uni-Gold HIV Kit;Uni-Gold;N/A;Test kit;20;625;20000,00;32,00;1,60;Trinity Biotech, Plc;Yes;200;2918,12;33,00
51268;Nigeria;PMO - US;Direct Drop;EXW;Air;1;Yes;HRDT;HIV test;Orgenics, Ltd;HIV 1/2, Determine Complete HIV Kit, 100 Tests;HIV 1/2, Determine Complete HIV Kit;Determine;N/A;Test kit;100;2744;244216,00;89,00;0,89;Alere Medical Co., Ltd.;Yes;1235;25577,15;342,39
13652;Vietnam;PMO - US;Direct Drop;EXW;Air;0;No;ARV;Adult;MYLAN LABORATORIES LTD (FORMERLY MATRIX LABORATORIES);Efavirenz 600mg, tablets, 30 Tabs;Efavirenz;Generic;600mg;Tablet;30;21504;139776,00;6,50;0,22;Mylan (formerly Matrix) Nashik;Yes;1849;4191,83;273,96
15772;Vietnam;PMO - US;Direct Drop;EXW;Air;0;No;ARV;Adult;Aurobindo Pharma Limited;Lamivudine/Nevirapine/Zidovudine 150/200/300mg, tablets, 60 Tabs;Lamivudine/Nevirapine/Zidovudine;Generic;150/300/200mg;Tablet - FDC;60;30000;313500,00;10,45;0,17;Aurobindo Unit III, India;Yes;10210;17392,05;517,28
30119;Uganda;PMO - US;Direct Drop;FCA;Air;0;No;ARV;Adult;ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV);Ritonavir 100mg [Norvir], film coated tablets, 60 Tabs;Ritonavir;Norvir;100mg;Tablet;60;295;2020,75;6,85;0,11;ABBVIE Ludwigshafen Germany;Yes;36;876,99;2,50
77296;Rwanda;PMO - US;Direct Drop;CIP;Air;0;No;ARV;Adult;Aurobindo Pharma Limited;Lopinavir/Ritonavir 200/50mg, tablets, 120 Tabs;Lopinavir/Ritonavir;Generic;200/50mg;Tablet;120;4240;158406,40;37,36;0,31;Aurobindo Unit III, India;Yes;1048;14256,58;310,48
41694;Haiti;PMO - US;Direct Drop;EXW;Air;0;No;HRDT;HIV test;Orgenics, Ltd;HIV 1/2, Determine Complete HIV Kit, 100 Tests;HIV 1/2, Determine Complete HIV Kit;Determine;N/A;Test kit;100;4500;450000,00;100,00;1,00;Alere Medical Co., Ltd.;Yes;1825;15408,29;462,60
57747;Haiti;PMO - US;Direct Drop;EXW;Air;0;No;ARV;Pediatric;Aurobindo Pharma Limited;Nevirapine 50mg, dispersible tablets (tablets for oral suspension), 30 Tabs;Nevirapine;Generic;50mg;Chewable/dispersible tablet;30;2891;3613,75;1,25;0,04;Aurobindo Unit III, India;Yes;156;1887,58;5,07
72625;Haiti;PMO - US;Direct Drop;CIP;Air;0;No;ARV;Pediatric;MERCK SHARP & DOHME IDEA GMBH (FORMALLY MERCK SHARP & DOHME B.V.);Efavirenz 30mg/ml [Stocrin/Sustiva], oral solution, Bottle, 180 ml;Efavirenz;Stocrin/Sustiva;30mg/ml;Oral solution;180;167;2832,32;16,96;0,09;MSD, Haarlem, NL;Yes;47;290,00;5,55
27474;Sudan;PMO - US;Direct Drop;EXW;Air;0;No;HRDT;HIV test;Trinity Biotech, Plc;HIV 1/2, Uni-Gold HIV Kit, 20 Tests;HIV 1/2, Uni-Gold HIV Kit;Uni-Gold;N/A;Test kit;20;160;5120,00;32,00;1,60;Trinity Biotech, Plc;Yes;53;1310,92;11,04
52488;Nigeria;PMO - US;Direct Drop;EXW;Air;1;Yes;HRDT;HIV test;Orgenics, Ltd;HIV 1/2, Determine Complete HIV Kit, 100 Tests;HIV 1/2, Determine Complete HIV Kit;Determine;N/A;Test kit;100;3154;280706,00;89,00;0,89;Alere Medical Co., Ltd.;Yes;1279;19112,91;288,57
38111;Uganda;PMO - US;Direct Drop;EXW;Air;0;No;ARV;Adult;MYLAN LABORATORIES LTD (FORMERLY MATRIX LABORATORIES);Atazanavir/Ritonavir 300/100mg, tablets, 30 Tabs;Atazanavir/Ritonavir;Generic;300/100mg;Tablet;30;12370;241215,00;19,50;0,65;Mylan (formerly Matrix) Nashik;Yes;1652;7172,90;283,91
42579;Haiti;PMO - US;Direct Drop;FCA;Air;0;No;ARV;Pediatric;ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV);Lopinavir/Ritonavir 100/25mg [Aluvia], tablets, 60 Tabs;Lopinavir/Ritonavir;Generic;100/25mg;Tablet;60;936;5559,84;5,94;0,10;ABBVIE Ludwigshafen Germany;Yes;128;1637,86;6,88
16231;Tanzania;PMO - US;Direct Drop;EXW;Air;0;No;HRDT;HIV test;Standard Diagnostics, Inc.;HIV 1/2, Bioline 3.0 Kit, Lancets, Capillary pipets, Alcohol swabs included, 25 Tests;HIV 1/2, Bioline 3.0 Kit, Lancets, Capillary pipets, Alcohol swabs included;Bioline;N/A;Test kit;25;10000;200000,00;20,00;0,80;Standard Diagnostics, Korea;Yes;3335;23616,68;330,00
70486;Vietnam;PMO - US;Direct Drop;EXW;Air;0;No;ARV;Adult;MYLAN LABORATORIES LTD (FORMERLY MATRIX LABORATORIES);Lamivudine/Nevirapine/Zidovudine 150/200/300mg, tablets, 60 Tabs;Lamivudine/Nevirapine/Zidovudine;Generic;150/300/200mg;Tablet - FDC;60;24428;268463,72;10,99;0,18;Mylan (formerly Matrix) Nashik;Yes;3408;13674,64;442,97
20544;Uganda;PMO - US;Direct Drop;EXW;Air;0;No;HRDT;HIV test;Orgenics, Ltd;HIV 1/2, Determine Complete HIV Kit, 100 Tests;HIV 1/2, Determine Complete HIV Kit;Determine;N/A;Test kit;100;4872;389760,00;80,00;0,80;Alere Medical Co., Ltd.;Yes;1978;16876,25;458,75
74178;Uganda;PMO - US;Direct Drop;EXW;Air;0;No;ARV;Pediatric;MYLAN LABORATORIES LTD (FORMERLY MATRIX LABORATORIES);Efavirenz 200mg, tablets, 30 Tabs;Efavirenz;Generic;200mg;Tablet;30;61386;92079,00;1,50;0,05;Mylan (formerly Matrix) Nashik;Yes;3262;12034,96;113,90
81358;Zimbabwe;PMO - US;Direct Drop;FCA;Air;0;No;ARV;Pediatric;ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV);Lopinavir/Ritonavir 80/20mg/ml [Kaletra], oral solution, cool, Bottle 5 x 60 ml;Lopinavir/Ritonavir;Kaletra;80/20mg/ml;Oral solution;300;1500;46230,00;30,82;0,10;ABBVIE (Abbott) Logis. UK;Yes;1374;15504,40;64,81
9316;Nigeria;PMO - US;Direct Drop;EXW;Air;0;No;HRDT;HIV test;Abbott GmbH & Co. KG;HIV 1/2, Determine Complete HIV Kit, 100 Tests;HIV 1/2, Determine Complete HIV Kit;Determine;N/A;Test kit;100;3500;280000,00;80,00;0,80;ABBVIE GmbH & Co.KG Wiesbaden;Yes;1192;10879,22;448,00
15596;Zimbabwe;PMO - US;Direct Drop;EXW;Air;0;No;HRDT;HIV test;Orgenics, Ltd;HIV 1/2, Determine Complete HIV Kit, 100 Tests;HIV 1/2, Determine Complete HIV Kit;Determine;N/A;Test kit;100;2342;187360,00;80,00;0,80;Inverness Japan;Yes;1113;20082,38;309,14
53338;South Africa;PMO - US;Direct Drop;DDP;Ocean;0;No;ARV;Adult;Aurobindo Pharma Limited;Zidovudine 300mg, tablets, 60 Tabs;Zidovudine;Generic;300mg;Tablet;60;77143;565458,19;7,33;0,12;Aurobindo Unit III, India;Yes;3894;3161,68;1219,13
46727;Tanzania;PMO - US;Direct Drop;EXW;Air;0;No;HRDT;HIV test;Orgenics, Ltd;HIV 1/2, Determine Complete HIV Kit, 100 Tests;HIV 1/2, Determine Complete HIV Kit;Determine;N/A;Test kit;100;2264;181120,00;80,00;0,80;Alere Medical Co., Ltd.;Yes;980;18638,44;253,93
14605;Haiti;PMO - US;Direct Drop;EXW;Ocean;0;No;ARV;Adult;HETERO LABS LIMITED;Efavirenz 600mg, tablets, 30 Tabs;Efavirenz;Generic;600mg;Tablet;30;71376;231258,24;3,24;0,11;Hetero, Jadcherla, unit 5, IN;Yes;5864;7558,01;286,07
3419;Cªte d'Ivoire;PMO - US;Direct Drop;EXW;Air;0;No;HRDT;HIV test;BIO-RAD LABORATORIES (FRANCE);#108853** HIV, Genie II HIV-1/HIV-2 Kit, 40 Tests;HIV, Genie II HIV-1/HIV-2 Kit;Genie;N/A;Test kit;40;862;65512,00;76,00;1,90;Bio-Rad Laboratories;Yes;963;25080,52;128,40
64615;Uganda;PMO - US;Direct Drop;FCA;Air;0;No;ARV;Adult;ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV);Ritonavir 100mg [Norvir], film coated tablets, 60 Tabs;Ritonavir;Norvir;100mg;Tablet;60;579;3966,15;6,85;0,11;ABBVIE Ludwigshafen Germany;Yes;103;1393,29;4,08
33263;Haiti;PMO - US;Direct Drop;FCA;Air;0;No;ARV;Pediatric;LAWRENCE LABORATORIES (SUBSIDIARY OF BRISTOL MYERS SQUIBB);Didanosine 2g [Videx], powder for oral solution 10mg/ml, reconstitute to 200 ml;Didanosine;Videx;2g;Powder for oral solution;200;98;1233,82;12,59;0,06;Bristol-Myers Squibb Anagni IT;Yes;22;1662,72;1,73
71917;Rwanda;PMO - US;Direct Drop;EXW;Air;0;No;HRDT;HIV test;SHANGHAI KEHUA BIOENGINEERING CO.,LTD.  (KHB);HIV 1/2, SKB Colloidal Gold, Diagnostic Kit, Antibody, 50 Tests;HIV 1/2, Colloidal Gold, Diagnostic Kit, Antibody;Colloidal Gold;N/A;Test kit;1;2988;73206,00;24,50;24,50;KHB Test Kit Facility, Shanghai China;Yes;1992;26266,34;90,56
64936;Vietnam;PMO - US;Direct Drop;FCA;Air;0;No;ARV;Adult;ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV);Lopinavir/Ritonavir 200/50mg [Aluvia], tablets, 120 Tabs;Lopinavir/Ritonavir;Aluvia;200/50mg;Tablet;120;3434;208855,88;60,82;0,51;ABBVIE Ludwigshafen Germany;Yes;826;3315,82;258,35
27067;Nigeria;PMO - US;Direct Drop;EXW;Air;0;No;HRDT;HIV test;CHEMBIO DIAGNOSTIC SYSTEMS, INC.;HIV 1/2, Stat-Pak HIV, Kit, 20 Tests;HIV 1/2, Stat-Pak HIV, Kit;Stat-Pak;N/A;Test kit;20;202;6464,00;32,00;1,60;Chembio Diagnostics Sys. Inc.;Yes;60;624,92;8,00
6988;Nigeria;PMO - US;Direct Drop;EXW;Air;0;No;HRDT;HIV test;Orgenics, Ltd;HIV 1/2, Determine HIV Kit, without Lancets, 100 Tests;HIV 1/2, Determine HIV Kit, without Lancets;Determine;N/A;Test kit;100;285;22797,15;79,99;0,80;Inverness Japan;Yes;64;1629,00;36,48
20133;Uganda;PMO - US;Direct Drop;FCA;Air;0;No;ARV;Adult;ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV);Lopinavir/Ritonavir 200/50mg [Aluvia], tablets, 120 Tabs;Lopinavir/Ritonavir;Aluvia;200/50mg;Tablet;120;60;2169,60;36,16;0,30;ABBVIE Ludwigshafen Germany;Yes;36;814,04;4,25
21193;Kenya;PMO - US;Direct Drop;EXW;Air;1;Yes;HRDT;HIV test;Orgenics, Ltd;HIV 1/2, Determine Complete HIV Kit, 100 Tests;HIV 1/2, Determine Complete HIV Kit;Determine;N/A;Test kit;100;8331;741459,00;89,00;0,89;Inverness Japan;Yes;1980;37548,87;1223,41
46106;South Sudan;PMO - US;Direct Drop;EXW;Air;0;No;HRDT;HIV test;Trinity Biotech, Plc;HIV 1/2, Uni-Gold HIV Kit, 20 Tests;HIV 1/2, Uni-Gold HIV Kit;Uni-Gold;N/A;Test kit;20;597;19104,00;32,00;1,60;Trinity Biotech, Plc;Yes;209;3088,04;26,78
5936;Vietnam;PMO - US;Direct Drop;EXW;Air;0;No;ARV;Adult;Aurobindo Pharma Limited;Abacavir 300mg, tablets, 60 Tabs;Abacavir;Generic;300mg;Tablet;60;880;20680,00;23,50;0,39;Aurobindo Unit III, India;Yes;331;2771,84;40,53
21380;Zambia;PMO - US;Direct Drop;EXW;Air;1;Yes;HRDT;HIV test;Orgenics, Ltd;HIV 1/2, Determine Complete HIV Kit, 100 Tests;HIV 1/2, Determine Complete HIV Kit;Determine;N/A;Test kit;100;2415;193200,00;80,00;0,80;Inverness Japan;Yes;1167;19610,11;416,54
27049;Ghana;PMO - US;Direct Drop;EXW;Air;0;No;ARV;Adult;HETERO LABS LIMITED;Lamivudine/Tenofovir Disoproxil Fumarate 300/300mg, tablets, 30 Tabs;Lamivudine/Tenofovir Disoproxil Fumarate;Generic;300/300mg;Tablet - FDC;30;17447;80605,14;4,62;0,15;Hetero Unit III Hyderabad IN;Yes;1825;10790,63;82,86
