id;day;airline;destination;dest_region;dest_size;boarding_area;dept_time;wait_min;cleanliness;safety;satisfaction
2559;Saturday;JETBLUE;BOSTON;East US;Large;Gates 1-12;2018-12-31;135,0000000000000;Clean;Very safe;Very satisfied
2599;Saturday;AEROMEXICO;MEXICO CITY;Canada/Mexico;Hub;Gates 1-12;2018-12-31;130,0000000000000;NA;Very safe;Somewhat satsified
3190;Sunday;CATHAY PACIFIC;HONG KONG;Asia;Hub;Gates 1-12;2018-01-01;610,0000000000000;Somewhat clean;Somewhat safe;Somewhat satsified
1904;Tuesday;UNITED;BOSTON;East US;Large;Gates 70-90;2018-12-31;115,0000000000000;Somewhat clean;Neutral;Somewhat satsified
1128;Thursday;DELTA;MINNEAPOLIS-ST. PAUL;Midwest US;Hub;Gates 40-48;2018-12-31;165,0000000000000;Clean;Somewhat safe;Somewhat satsified
2153;Wednesday;FRONTIER;DENVER;West US;Hub;Gates 20-39;2018-12-31;153,0000000000000;Clean;Neutral;Neutral
1997;Tuesday;UNITED;BALTIMORE;East US;Medium;Gates 60-69;2018-12-31;125,0000000000000;Somewhat clean;Very safe;Somewhat satsified
1777;Saturday;UNITED;RALEIGH-DURHAM;East US;Medium;Gates 70-90;2018-12-31;195,0000000000000;Somewhat clean;Somewhat safe;Somewhat satsified
2159;Saturday;CHINA EASTERN;QINGDAO;Asia;Large;Gates 1-12;2018-12-31;160,0000000000000;Clean;Very safe;Very satisfied
2063;Thursday;AMERICAN;PHILADELPHIA;East US;Large  ;Gates 50-59;2018-12-31;117,0000000000000;Somewhat clean;Somewhat safe;Somewhat satsified
999;Friday;LUFTHANSA;MUNICH;Europe;Hub;Gates 91-102;2018-12-31;295,0000000000000;Somewhat clean;Very safe;Somewhat satsified
3168;Thursday;AMERICAN;DALLAS-FT. WORTH;Midwest US;Hub;Gates 50-59;2018-12-31;110,0000000000000;Clean;Somewhat safe;Very satisfied
587;Thursday;ALASKA;WASHINGTON DC-DULLES;East US;Medium;Gates 50-59;2018-12-31;115,0000000000000;Average;Neutral;NA
1396;Tuesday;UNITED INTL;SHANGHAI;Asia;Hub;Gates 91-102;2018-12-31;295,0000000000000;Somewhat clean;Very safe;Neutral
1737;Monday;AIR CANADA;TORONTO;Canada/Mexico;Hub;Gates 91-102;2018-12-31;420,0000000000000;Somewhat clean;Somewhat safe;Very satisfied
2439;Wednesday;AIR NEW ZEALAND;AUCKLAND;Australia/New Zealand;Medium;Gates 91-102;2018-12-31;250,0000000000000;Dirty;Neutral;Neutral
602;Thursday;ALASKA;WASHINGTON DC-DULLES;East US;Medium;Gates 50-59;2018-12-31;145,0000000000000;Somewhat clean;Somewhat safe;Somewhat satsified
2571;Saturday;JETBLUE;LONG BEACH;West US;Small;Gates 1-12;2018-12-31;93,0000000000000;Somewhat clean;Somewhat safe;Somewhat satsified
2370;Wednesday;UNITED;AUSTIN;Midwest US;Medium;Gates 70-90;2018-12-31;210,0000000000000;Somewhat clean;Very safe;Somewhat satsified
524;Thursday;EMIRATES;DUBAI;Middle East;Hub;Gates 1-12;2018-12-31;165,0000000000000;Somewhat clean;Somewhat safe;Neutral
2219;Thursday;SOUTHWEST;PHOENIX;West US;Hub;Gates 20-39;2018-12-31;120,0000000000000;Somewhat clean;Very safe;Somewhat satsified
383;Friday;ALASKA;LOS ANGELES;West US;Hub;Gates 50-59;2018-12-31;115,0000000000000;Somewhat clean;Somewhat safe;NA
1928;Saturday;AIR FRANCE/KLM;PARIS-DE GAULLE;Europe;Hub;Gates 1-12;2018-12-31;155,0000000000000;Somewhat clean;Somewhat safe;Somewhat satsified
930;Friday;AIR CANADA;TORONTO;Canada/Mexico;Hub;Gates 91-102;2018-12-31;270,0000000000000;Average;Somewhat safe;Somewhat satsified
2245;Thursday;SOUTHWEST;PHOENIX;West US;Hub;Gates 20-39;2018-12-31;140,0000000000000;Average;Somewhat safe;Somewhat satsified
1012;Friday;AIR CANADA;VANCOUVER;Canada/Mexico;Medium;Gates 91-102;2018-12-31;185,0000000000000;Clean;Very safe;Somewhat satsified
1717;Sunday;AIR FRANCE/KLM;PARIS-DE GAULLE;Europe;Hub;Gates 1-12;2018-12-31;210,0000000000000;NA;Neutral;NA
1331;Tuesday;UNITED INTL;KANSAI;Asia;Hub;Gates 91-102;2018-12-31;50,0000000000001;Somewhat clean;Neutral;Somewhat satsified
1647;Saturday;VIRGIN ATLANTIC;LONDON HEATHROW;Europe;Hub;Gates 1-12;2018-12-31;230,0000000000000;Clean;Very safe;Somewhat satsified
1870;Tuesday;UNITED;LOS ANGELES;West US;Hub;Gates 60-69;2018-12-31;263,0000000000000;NA;Neutral;NA
1089;Thursday;DELTA;MINNEAPOLIS-ST. PAUL;Midwest US;Hub;Gates 40-48;2018-12-31;105,0000000000000;Somewhat clean;Somewhat safe;Somewhat satsified
786;Thursday;UNITED INTL;SAN JOSE DEL CABO;Canada/Mexico;Small;Gates 91-102;2018-12-31;70,0000000000001;Somewhat clean;Somewhat safe;Somewhat satsified
2507;Friday;UNITED;CHICAGO-O'HARE;Midwest US;Hub;Gates 60-69;2018-12-31;139,0000000000000;Average;Very safe;Somewhat satsified
1796;Sunday;ALASKA;RALEIGH-DURHAM;East US;Medium;Gates 50-59;2018-12-31;145,0000000000000;Somewhat clean;Somewhat safe;Somewhat satsified
1963;Friday;CATHAY PACIFIC;HONG KONG;Asia;Hub;Gates 1-12;2018-12-31;155,0000000000000;Average;Somewhat safe;Somewhat satsified
2150;Wednesday;FRONTIER;DENVER;West US;Hub;Gates 20-39;2018-12-31;183,0000000000000;Somewhat clean;Somewhat safe;Somewhat satsified
403;Saturday;UNITED;PHOENIX;West US;Hub;Gates 70-90;2018-12-31;163,0000000000000;Somewhat clean;Somewhat safe;Very satisfied
461;Sunday;UNITED;DALLAS-FT. WORTH;Midwest US;Hub;Gates 60-69;2018-12-31;246,0000000000000;Somewhat clean;Somewhat safe;Somewhat satsified
804;Sunday;ALASKA;BALTIMORE;East US;Medium;Gates 50-59;2018-12-31;155,0000000000000;Somewhat clean;Very safe;Neutral
3202;Sunday;CATHAY PACIFIC;HONG KONG;Asia;Hub;Gates 1-12;2018-01-01;210,0000000000000;Clean;Neutral;Somewhat satsified
2979;Wednesday;AMERICAN;CHARLOTTE;East US;Hub;Gates 50-59;2018-12-31;75,0000000000001;Somewhat clean;Very safe;Somewhat satsified
905;Tuesday;ALASKA;RALEIGH-DURHAM;East US;Medium;Gates 50-59;2018-12-31;130,0000000000000;Somewhat clean;Very safe;Somewhat satsified
542;Thursday;EMIRATES;DUBAI;Middle East;Hub;Gates 1-12;2018-12-31;135,0000000000000;Clean;Very safe;Very satisfied
1730;Monday;AIR CANADA;TORONTO;Canada/Mexico;Hub;Gates 91-102;2018-12-31;180,0000000000000;Clean;Very safe;Somewhat satsified
470;Sunday;UNITED;DENVER;West US;Hub;Gates 70-90;2018-12-31;131,0000000000000;Clean;Neutral;Somewhat satsified
1501;Wednesday;HAWAIIAN AIR;HONOLULU;West US;Medium;Gates 1-12;2018-12-31;135,0000000000000;Somewhat clean;Somewhat safe;Neutral
1202;Tuesday;SOUTHWEST;LAS VEGAS;West US;Hub;Gates 20-39;2018-12-31;40,0000000000000;Average;Neutral;Neutral
1380;Tuesday;UNITED INTL;PARIS-DE GAULLE;Europe;Hub;Gates 91-102;2018-12-31;178,0000000000000;NA;Somewhat safe;NA
1346;Tuesday;UNITED INTL;KANSAI;Asia;Hub;Gates 91-102;2018-12-31;185,0000000000000;Somewhat clean;Somewhat safe;Somewhat satsified
8;Tuesday;SOUTHWEST;LOS ANGELES;West US;Hub;Gates 20-39;2018-12-31;64,9999999999999;Clean;Somewhat safe;NA
626;Tuesday;ALASKA;WASHINGTON DC-DULLES;East US;Medium;Gates 50-59;2018-12-31;155,0000000000000;Clean;Very safe;Very satisfied
1801;Sunday;ALASKA;RALEIGH-DURHAM;East US;Medium;Gates 50-59;2018-12-31;145,0000000000000;Somewhat clean;Very safe;NA
2247;Wednesday;WOW;REYKJAVIK;Europe;Small;Gates 91-102;2018-12-31;190,0000000000000;Clean;Somewhat safe;Very satisfied
873;Tuesday;ALASKA;SEATTLE;West US;Hub;Gates 50-59;2018-12-31;95,0000000000001;NA;NA;NA
554;Thursday;EMIRATES;DUBAI;Middle East;Hub;Gates 1-12;2018-12-31;265,0000000000000;Average;Very safe;Somewhat satsified
697;Thursday;AIR FRANCE/KLM;PARIS-DE GAULLE;Europe;Hub;Gates 1-12;2018-12-31;170,0000000000000;NA;NA;NA
836;Sunday;ALASKA;SEATTLE;West US;Hub;Gates 50-59;2018-12-31;155,0000000000000;Somewhat clean;Somewhat safe;Somewhat satsified
1918;Saturday;AIR FRANCE/KLM;PARIS-DE GAULLE;Europe;Hub;Gates 1-12;2018-12-31;185,0000000000000;NA;NA;NA
2838;Tuesday;UNITED;CHICAGO-O'HARE;Midwest US;Hub;Gates 70-90;2018-12-31;100,0000000000000;NA;NA;NA
2879;Friday;EVA AIR;TAIPEI;Asia;Hub;Gates 91-102;2018-12-31;240,0000000000000;Somewhat clean;Very safe;Somewhat satsified
1839;Sunday;ALASKA;RALEIGH-DURHAM;East US;Medium;Gates 50-59;2018-12-31;25,0000000000001;Somewhat clean;Very safe;Somewhat satsified
445;Sunday;UNITED;INDIANAPOLIS;Midwest US;Medium;Gates 60-69;2018-12-31;218,0000000000000;Clean;Very safe;Somewhat satsified
1393;Tuesday;UNITED INTL;SHANGHAI;Asia;Hub;Gates 91-102;2018-12-31;250,0000000000000;Somewhat clean;Very safe;Somewhat satsified
928;Tuesday;ALASKA;RALEIGH-DURHAM;East US;Medium;Gates 50-59;2018-12-31;135,0000000000000;Average;Neutral;Somewhat satsified
1852;Wednesday;SOUTHWEST;SAN DIEGO;West US;Medium;Gates 20-39;2018-12-31;110,0000000000000;Clean;Very safe;Very satisfied
559;Thursday;ALASKA;SEATTLE;West US;Hub;Gates 50-59;2018-12-31;100,0000000000000;Somewhat clean;Very safe;Somewhat satsified
2136;Thursday;CATHAY PACIFIC;HONG KONG;Asia;Hub;Gates 1-12;2018-12-31;380,0000000000000;Clean;Neutral;Neutral
2660;Saturday;JETBLUE;BOSTON;East US;Large;Gates 1-12;2018-12-31;132,0000000000000;Somewhat clean;Very safe;Somewhat satsified
612;Thursday;JETBLUE;BOSTON;East US;Large;Gates 1-12;2018-12-31;192,0000000000000;Clean;Very safe;Somewhat satsified
2529;Tuesday;JETBLUE;LONG BEACH;West US;Small;Gates 1-12;2018-12-31;100,0000000000000;Clean;Very safe;Very satisfied
835;Sunday;ALASKA;NASHVILLE;Midwest US;Medium;Gates 50-59;2018-12-31;276,0000000000000;NA;Very safe;Very satisfied
1002;Friday;LUFTHANSA;MUNICH;Europe;Hub;Gates 91-102;2018-12-31;415,0000000000000;Somewhat clean;Somewhat safe;Somewhat satsified
861;Tuesday;AMERICAN;DALLAS-FT. WORTH;Midwest US;Hub;Gates 50-59;2018-12-31;175,0000000000000;Clean;Neutral;Somewhat satsified
2662;Friday;UNITED;RALEIGH-DURHAM;East US;Medium;Gates 60-69;2018-12-31;105,0000000000000;Clean;Neutral;Somewhat satsified
1620;Thursday;VIRGIN ATLANTIC;LONDON HEATHROW;Europe;Hub;Gates 1-12;2018-12-31;110,0000000000000;Clean;Somewhat safe;Very satisfied
3126;Sunday;ALASKA;NEWARK;East US;Hub;Gates 50-59;2018-12-31;71,9999999999999;Somewhat clean;Somewhat safe;Somewhat satsified
2916;Friday;TURKISH AIRLINES;ISTANBUL;Middle East;Hub;Gates 91-102;2018-12-31;105,0000000000000;Clean;Very safe;Very satisfied
3242;Wednesday;AMERICAN;PHOENIX;West US;Hub;Gates 50-59;2018-12-31;245,0000000000000;Somewhat clean;Very safe;Neutral
829;Sunday;ALASKA;SEATTLE;West US;Hub;Gates 50-59;2018-12-31;185,0000000000000;Clean;Somewhat safe;Somewhat satsified
1822;Monday;UNITED INTL;LONDON HEATHROW;Europe;Hub;Gates 91-102;2018-12-31;215,0000000000000;Clean;Very safe;Somewhat satsified
3077;Tuesday;UNITED;SPOKANE;West US;Small;Gates 70-90;2018-12-31;217,0000000000000;Somewhat clean;Very safe;Very satisfied
2278;Wednesday;WOW;REYKJAVIK;Europe;Small;Gates 91-102;2018-12-31;160,0000000000000;Clean;Somewhat safe;Somewhat satsified
2556;Saturday;JETBLUE;LONG BEACH;West US;Small;Gates 1-12;2018-12-31;108,0000000000000;Somewhat clean;Somewhat safe;Neutral
2935;Friday;TURKISH AIRLINES;ISTANBUL;Middle East;Hub;Gates 91-102;2018-12-31;235,0000000000000;Somewhat clean;Somewhat safe;Very satisfied
2266;Wednesday;WOW;REYKJAVIK;Europe;Small;Gates 91-102;2018-12-31;415,0000000000000;Clean;Somewhat safe;Very satisfied
2044;Friday;BRITISH AIRWAYS;LONDON HEATHROW;Europe;Hub;Gates 1-12;2018-12-31;180,0000000000000;Clean;Neutral;Somewhat satsified
1747;Monday;LUFTHANSA;MUNICH;Europe;Hub;Gates 91-102;2018-12-31;205,0000000000000;Clean;Very safe;Very satisfied
2301;Wednesday;QANTAS;SYDNEY;Australia/New Zealand;Hub;Gates 1-12;2018-12-31;175,0000000000000;Somewhat clean;Somewhat safe;Somewhat satsified
380;Friday;ALASKA;LOS ANGELES;West US;Hub;Gates 50-59;2018-12-31;100,0000000000000;Clean;Somewhat safe;Somewhat satsified
2445;Tuesday;JETBLUE;BOSTON;East US;Large;Gates 1-12;2018-12-31;162,0000000000000;Clean;NA;Somewhat satsified
1408;Saturday;UNITED;KANSAS CITY;Midwest US;Medium;Gates 70-90;2018-12-31;169,0000000000000;Somewhat clean;Somewhat safe;Somewhat satsified
2346;Wednesday;UNITED;AUSTIN;Midwest US;Medium;Gates 70-90;2018-12-31;255,0000000000000;Somewhat clean;Somewhat safe;Very satisfied
558;Thursday;EMIRATES;DUBAI;Middle East;Hub;Gates 1-12;2018-12-31;225,0000000000000;Somewhat clean;Somewhat safe;Somewhat satsified
1919;Saturday;AIR FRANCE/KLM;PARIS-DE GAULLE;Europe;Hub;Gates 1-12;2018-12-31;165,0000000000000;Average;Very safe;Somewhat satsified
1382;Tuesday;UNITED INTL;PARIS-DE GAULLE;Europe;Hub;Gates 91-102;2018-12-31;165,0000000000000;Somewhat clean;Very safe;Somewhat satsified
808;Sunday;ALASKA;BALTIMORE;East US;Medium;Gates 50-59;2018-12-31;120,0000000000000;Clean;Very safe;Very satisfied
2488;Friday;ALASKA;SALT LAKE CITY;West US;Medium;Gates 1-12;2018-12-31;140,0000000000000;Somewhat clean;Somewhat safe;Somewhat satsified
2913;Friday;TURKISH AIRLINES;ISTANBUL;Middle East;Hub;Gates 91-102;2018-12-31;225,0000000000000;Clean;Very safe;Somewhat satsified
3140;Thursday;DELTA;SALT LAKE CITY;West US;Medium;Gates 40-48;2018-12-31;105,0000000000000;Somewhat clean;Somewhat safe;Somewhat satsified
2320;Wednesday;QANTAS;SYDNEY;Australia/New Zealand;Hub;Gates 1-12;2018-12-31;150,0000000000000;Somewhat clean;Somewhat safe;Somewhat satsified
355;Friday;ALASKA;NEWARK;East US;Hub;Gates 50-59;2018-12-31;125,0000000000000;NA;Very safe;NA
2212;Wednesday;AER LINGUS;DUBLIN;Europe;Large;Gates 91-102;2018-12-31;200,0000000000000;Clean;Very safe;Somewhat satsified
2416;Wednesday;AIR NEW ZEALAND;AUCKLAND;Australia/New Zealand;Medium;Gates 91-102;2018-12-31;190,0000000000000;Somewhat clean;Neutral;Somewhat satsified
2863;Tuesday;UNITED;SEATTLE;West US;Hub;Gates 70-90;2018-12-31;157,0000000000000;Somewhat clean;Very safe;Somewhat satsified
1881;Wednesday;SINGAPORE AIRLINES;SINGAPORE;Asia;Hub;Gates 91-102;2018-12-31;150,0000000000000;Clean;Very safe;Very satisfied
2579;Saturday;JETBLUE;LONG BEACH;West US;Small;Gates 1-12;2018-12-31;93,0000000000000;Clean;NA;Somewhat satsified
508;Sunday;UNITED;KAHULUI;West US;Small;Gates 60-69;2018-12-31;190,0000000000000;Clean;Very safe;Very satisfied
2878;Friday;EVA AIR;TAIPEI;Asia;Hub;Gates 91-102;2018-12-31;180,0000000000000;Clean;Very safe;Very satisfied
3109;Tuesday;UNITED;SPOKANE;West US;Small;Gates 70-90;2018-12-31;NA;Somewhat clean;Very safe;Somewhat satsified
363;Friday;LUFTHANSA;FRANKFURT;Europe;Hub;Gates 91-102;2018-12-31;180,0000000000000;Somewhat clean;Somewhat safe;Somewhat satsified
3067;Sunday;PHILIPPINE AIRLINES;MANILA;Asia;Medium;Gates 1-12;2018-01-01;365,0000000000000;Somewhat clean;Somewhat safe;Somewhat satsified
818;Sunday;ALASKA;BALTIMORE;East US;Medium;Gates 50-59;2018-12-31;155,0000000000000;Clean;Very safe;Very satisfied
2523;Saturday;UNITED;NEWARK;East US;Hub;Gates 70-90;2018-12-31;120,0000000000000;Clean;Very safe;Somewhat satsified
1216;Tuesday;SOUTHWEST;LAS VEGAS;West US;Hub;Gates 20-39;2018-12-31;59,9999999999999;Somewhat clean;Somewhat safe;Somewhat satsified
1659;Saturday;EMIRATES;DUBAI;Middle East;Hub;Gates 1-12;2018-12-31;180,0000000000000;Clean;Very safe;Somewhat satsified
548;Thursday;EMIRATES;DUBAI;Middle East;Hub;Gates 1-12;2018-12-31;195,0000000000000;Somewhat clean;Somewhat safe;Somewhat satsified
2206;Wednesday;AER LINGUS;DUBLIN;Europe;Large;Gates 91-102;2018-12-31;210,0000000000000;Clean;Somewhat safe;Somewhat satsified
2026;Friday;BRITISH AIRWAYS;LONDON HEATHROW;Europe;Hub;Gates 1-12;2018-12-31;120,0000000000000;Somewhat clean;Somewhat safe;Somewhat satsified
416;Sunday;UNITED;HOUSTON-BUSH;Midwest US;Hub;Gates 70-90;2018-12-31;242,0000000000000;Clean;Very safe;Very satisfied
1547;Wednesday;AIR CHINA;BEIJING;Asia;Hub;Gates 91-102;2018-12-31;240,0000000000000;Clean;Somewhat safe;Somewhat satsified
2552;Saturday;JETBLUE;LONG BEACH;West US;Small;Gates 1-12;2018-12-31;62,9999999999999;Somewhat clean;Neutral;Somewhat satsified
2476;Friday;UNITED;CHICAGO-O'HARE;Midwest US;Hub;Gates 60-69;2018-12-31;63,9999999999999;Clean;Very safe;Somewhat satsified
2441;Tuesday;UNITED;HONOLULU;West US;Medium;Gates 70-90;2018-12-31;180,0000000000000;Somewhat clean;Somewhat safe;Somewhat satsified
2512;Friday;UNITED;CHICAGO-O'HARE;Midwest US;Hub;Gates 60-69;2018-12-31;139,0000000000000;Clean;Somewhat safe;Somewhat satsified
1753;Monday;LUFTHANSA;MUNICH;Europe;Hub;Gates 91-102;2018-12-31;175,0000000000000;Somewhat clean;Very safe;Somewhat satsified
351;Friday;LUFTHANSA;FRANKFURT;Europe;Hub;Gates 91-102;2018-12-31;600,0000000000000;Clean;Somewhat safe;Somewhat satsified
2923;Thursday;DELTA;SEATTLE;West US;Hub;Gates 40-48;2018-12-31;45,0000000000000;Average;Neutral;Somewhat satsified
880;Tuesday;ALASKA;SEATTLE;West US;Hub;Gates 50-59;2018-12-31;59,9999999999999;Somewhat clean;Very safe;Somewhat satsified
3222;Thursday;ALASKA;PORTLAND;West US;Medium;Gates 50-59;2018-12-31;130,0000000000000;Somewhat clean;Very safe;Somewhat satsified
2671;Friday;UNITED;RALEIGH-DURHAM;East US;Medium;Gates 60-69;2018-12-31;120,0000000000000;Clean;Very safe;Very satisfied
586;Thursday;JETBLUE;BOSTON;East US;Large;Gates 1-12;2018-12-31;147,0000000000000;Somewhat clean;Very safe;Somewhat satsified
1166;Tuesday;SOUTHWEST;LOS ANGELES;West US;Hub;Gates 20-39;2018-12-31;100,0000000000000;Average;Very safe;Neutral
2306;Thursday;AMERICAN;CHICAGO-O'HARE;Midwest US;Hub;Gates 50-59;2018-12-31;150,0000000000000;Somewhat clean;Somewhat safe;Somewhat satsified
984;Friday;LUFTHANSA;MUNICH;Europe;Hub;Gates 91-102;2018-12-31;175,0000000000000;Clean;Very safe;Somewhat satsified
2089;Thursday;AMERICAN;PHILADELPHIA;East US;Large;Gates 50-59;2018-12-31;92,0000000000000;Somewhat clean;Very safe;Somewhat satsified
3096;Sunday;ALASKA;NEWARK;East US;Hub;Gates 50-59;2018-12-31;245,0000000000000;Somewhat clean;Very safe;Somewhat satsified
3031;Tuesday;AMERICAN;DALLAS-FT. WORTH;Midwest US;Hub;Gates 50-59;2018-12-31;110,0000000000000;Clean;Very safe;Somewhat satsified
2027;Wednesday;UNITED;NEWARK;East US;Hub;Gates 70-90;2018-12-31;150,0000000000000;Average;Very safe;Somewhat satsified
359;Friday;LUFTHANSA;FRANKFURT;Europe;Hub;Gates 91-102;2018-12-31;120,0000000000000;Average;Somewhat safe;Neutral
1892;Wednesday;SINGAPORE AIRLINES;SINGAPORE;Asia;Hub;Gates 91-102;2018-12-31;165,0000000000000;Clean;Somewhat safe;Somewhat satsified
216;Wednesday;AMERICAN;LOS ANGELES;West US;Hub;Gates 50-59;2018-12-31;62,0000000000001;Somewhat clean;Somewhat safe;Somewhat satsified
1768;Thursday;AMERICAN;CHICAGO-O'HARE;Midwest US;Hub;Gates 50-59;2018-12-31;95,0000000000000;Somewhat clean;Somewhat safe;Somewhat satsified
1888;Wednesday;SINGAPORE AIRLINES;SINGAPORE;Asia;Hub;Gates 91-102;2018-12-31;180,0000000000000;Somewhat clean;Somewhat safe;Somewhat satsified
3156;Thursday;DELTA;SALT LAKE CITY;West US;Medium;Gates 40-48;2018-12-31;90,0000000000000;Somewhat clean;Very safe;Somewhat satsified
2719;Thursday;DELTA;LOS ANGELES;West US;Hub;Gates 40-48;2018-12-31;130,0000000000000;Somewhat clean;Very safe;Somewhat satsified
2756;Thursday;DELTA;ATLANTA;East US;Hub;Gates 40-48;2018-12-31;180,0000000000000;Somewhat clean;Somewhat safe;Somewhat satsified
214;Wednesday;AMERICAN;LOS ANGELES;West US;Hub;Gates 50-59;2018-12-31;100,0000000000000;Average;Somewhat safe;Somewhat satsified
212;Wednesday;AMERICAN;LOS ANGELES;West US;Hub;Gates 50-59;2018-12-31;100,0000000000000;Somewhat clean;Very safe;Somewhat satsified
2983;Wednesday;AMERICAN;CHARLOTTE;East US;Hub;Gates 50-59;2018-12-31;105,0000000000000;Somewhat clean;Very safe;Somewhat satsified
1350;Tuesday;UNITED INTL;SHANGHAI;Asia;Hub;Gates 91-102;2018-12-31;260,0000000000000;Somewhat clean;Very safe;Somewhat satsified
493;Sunday;UNITED;DENVER;West US;Hub;Gates 70-90;2018-12-31;296,0000000000000;Somewhat clean;Neutral;Very satisfied
1887;Tuesday;UNITED;BOSTON;East US;Large;Gates 70-90;2018-12-31;84,9999999999999;Somewhat clean;Neutral;Neutral
2824;Tuesday;UNITED;BURBANK;West US;Small;Gates 70-90;2018-12-31;73,0000000000000;Somewhat clean;Very safe;Somewhat satsified
2348;Wednesday;UNITED;AUSTIN;Midwest US;Medium;Gates 70-90;2018-12-31;120,0000000000000;NA;Somewhat safe;Somewhat satsified
1750;Monday;LUFTHANSA;MUNICH;Europe;Hub;Gates 91-102;2018-12-31;145,0000000000000;Average;Somewhat safe;Somewhat satsified
3245;Wednesday;AMERICAN;PHOENIX;West US;Hub;Gates 50-59;2018-12-31;94,9999999999998;Average;Somewhat safe;Somewhat satsified
3270;Tuesday;UNITED;LAS VEGAS;West US;Hub;Gates 70-90;2018-12-31;130,0000000000000;Average;Very safe;Somewhat satsified
1118;Tuesday;SOUTHWEST;SAN DIEGO;West US;Medium;Gates 20-39;2018-12-31;120,0000000000000;Somewhat clean;Somewhat safe;NA
1142;Tuesday;SOUTHWEST;SAN DIEGO;West US;Medium;Gates 20-39;2018-12-31;59,9999999999999;Somewhat clean;Somewhat safe;Somewhat satsified
1823;Sunday;ALASKA;RALEIGH-DURHAM;East US;Medium;Gates 50-59;2018-12-31;85,0000000000000;Somewhat clean;Neutral;Somewhat satsified
2096;Friday;JETBLUE;LONG BEACH;West US;Small;Gates 1-12;2018-12-31;139,0000000000000;Somewhat clean;Very safe;Very satisfied
2473;Friday;UNITED;DENVER;West US;Hub;Gates 70-90;2018-12-31;231,0000000000000;Somewhat clean;Somewhat safe;Somewhat satsified
2514;Friday;UNITED;CHICAGO-O'HARE;Midwest US;Hub;Gates 60-69;2018-12-31;84,0000000000000;Somewhat clean;Very safe;Neutral
3282;Wednesday;SOUTHWEST;DENVER;West US;Hub;Gates 20-39;2018-12-31;80,0000000000000;Somewhat clean;Very safe;Somewhat satsified
878;Tuesday;ALASKA;SEATTLE;West US;Hub;Gates 50-59;2018-12-31;115,0000000000000;Clean;Very safe;Very satisfied
2315;Thursday;AMERICAN;CHICAGO-O'HARE;Midwest US;Hub;Gates 50-59;2018-12-31;90,0000000000000;Clean;Very safe;Very satisfied
2353;Wednesday;UNITED;AUSTIN;Midwest US;Medium;Gates 70-90;2018-12-31;150,0000000000000;Clean;Very safe;Somewhat satsified
1618;Thursday;VIRGIN ATLANTIC;LONDON HEATHROW;Europe;Hub;Gates 1-12;2018-12-31;140,0000000000000;Average;Somewhat safe;Somewhat satsified
2485;Friday;UNITED;DENVER;West US;Hub;Gates 70-90;2018-12-31;155,0000000000000;Somewhat clean;Somewhat safe;Somewhat satsified
2787;Thursday;DELTA;ATLANTA;East US;Hub;Gates 40-48;2018-12-31;165,0000000000000;Somewhat clean;Very safe;Somewhat satsified
2504;Friday;ALASKA;SALT LAKE CITY;West US;Medium;Gates 1-12;2018-12-31;79,9999999999999;Somewhat clean;Neutral;Somewhat satsified
2028;Wednesday;UNITED;NEWARK;East US;Hub;Gates 70-90;2018-12-31;95,0000000000000;Somewhat clean;Somewhat safe;Very satisfied
366;Friday;LUFTHANSA;FRANKFURT;Europe;Hub;Gates 91-102;2018-12-31;180,0000000000000;Average;Neutral;Somewhat satsified
1679;Saturday;CATHAY PACIFIC;HONG KONG;Asia;Hub;Gates 1-12;2018-12-31;205,0000000000000;Average;Neutral;Somewhat satsified
2880;Friday;EVA AIR;TAIPEI;Asia;Hub;Gates 91-102;2018-12-31;120,0000000000000;Somewhat clean;Very safe;Somewhat satsified
385;Friday;ALASKA;LOS ANGELES;West US;Hub;Gates 50-59;2018-12-31;145,0000000000000;Somewhat clean;Somewhat safe;Somewhat satsified
569;Thursday;ALASKA;SEATTLE;West US;Hub;Gates 50-59;2018-12-31;105,0000000000000;Somewhat clean;Somewhat safe;Somewhat satsified
941;Thursday;AIR CANADA;VANCOUVER;Canada/Mexico;Medium;Gates 91-102;2018-12-31;150,0000000000000;Somewhat clean;Very safe;Very satisfied
1291;Tuesday;UNITED INTL;LONDON HEATHROW;Europe;Hub;Gates 91-102;2018-12-31;200,0000000000000;Somewhat clean;Very safe;Somewhat satsified
1671;Saturday;EMIRATES;DUBAI;Middle East;Hub;Gates 1-12;2018-12-31;125,0000000000000;Somewhat clean;Somewhat safe;Very satisfied
2782;Thursday;DELTA;ATLANTA;East US;Hub;Gates 40-48;2018-12-31;135,0000000000000;Somewhat clean;Very safe;Neutral
2850;Tuesday;UNITED;SEATTLE;West US;Hub;Gates 70-90;2018-12-31;97,0000000000001;Somewhat clean;Very safe;Somewhat satsified
3192;Thursday;DELTA;LOS ANGELES;West US;Hub;Gates 40-48;2018-12-31;135,0000000000000;Somewhat clean;Very safe;Somewhat satsified
3274;Tuesday;UNITED;LAS VEGAS;West US;Hub;Gates 70-90;2018-12-31;130,0000000000000;Somewhat clean;Somewhat safe;Very satisfied
2697;Friday;UNITED;CHICAGO-O'HARE;Midwest US;Hub;Gates 60-69;2018-12-31;105,0000000000000;Clean;Very safe;Somewhat satsified
1684;Saturday;CATHAY PACIFIC;HONG KONG;Asia;Hub;Gates 1-12;2018-12-31;275,0000000000000;Clean;Somewhat safe;Very satisfied
