"hours_studied","attendance","extracurricular_activities","sleep_hours","tutoring_sessions","exam_score"
24,93,"Yes",7,5,74
23,77,"Yes",5,2,69
21,63,"No",8,0,61
19,91,"Yes",8,4,69
19,75,"No",6,2,64
19,64,"Yes",9,2,63
27,85,"No",6,1,68
24,95,"Yes",6,2,72
2,96,"Yes",9,3,65
24,98,"No",6,2,69
21,95,"No",5,2,70
20,60,"Yes",8,1,63
18,75,"Yes",7,0,62
27,93,"Yes",9,1,72
26,75,"No",8,1,69
15,84,"No",4,2,66
22,84,"Yes",9,2,71
14,75,"No",10,2,62
12,96,"Yes",9,2,68
16,80,"No",9,0,63
25,79,"Yes",7,0,66
26,100,"Yes",6,1,75
23,80,"Yes",7,1,69
24,67,"No",8,2,68
23,81,"No",8,5,69
16,93,"No",6,2,67
23,91,"Yes",6,3,73
25,92,"Yes",5,1,71
25,88,"Yes",8,2,71
27,70,"No",6,2,68
24,94,"No",7,1,70
22,96,"Yes",10,1,71
26,68,"No",8,1,69
20,65,"No",7,3,63
15,99,"Yes",8,2,71
19,95,"Yes",9,2,69
16,96,"Yes",5,2,71
16,95,"No",6,2,68
19,82,"No",7,1,68
15,86,"No",6,0,66
18,82,"No",7,3,67
9,62,"Yes",5,0,59
21,90,"No",8,1,66
20,80,"No",6,0,64
15,86,"No",7,1,64
24,80,"Yes",7,0,69
26,80,"No",8,1,69
10,67,"No",4,3,61
15,71,"No",8,0,62
15,66,"No",7,2,61
14,68,"Yes",8,1,63
25,99,"No",5,2,71
19,66,"Yes",8,1,65
18,71,"Yes",9,1,68
8,84,"No",7,1,67
24,84,"Yes",6,2,70
13,66,"Yes",6,3,64
20,92,"No",8,0,71
22,91,"Yes",8,2,71
28,69,"No",8,0,67
12,72,"Yes",7,0,63
2,98,"Yes",7,2,66
21,93,"Yes",7,3,70
31,88,"No",6,2,70
27,63,"Yes",8,3,67
21,77,"No",7,3,69
17,82,"No",9,3,66
25,67,"No",9,1,67
14,78,"Yes",7,0,65
23,84,"Yes",8,1,72
23,73,"No",6,1,68
26,91,"Yes",7,3,72
37,94,"Yes",8,1,76
22,73,"Yes",5,4,65
17,94,"No",8,1,68
20,64,"Yes",6,3,65
9,94,"Yes",6,0,66
16,66,"No",6,7,63
18,63,"No",7,2,63
17,86,"Yes",5,2,66
21,79,"Yes",8,2,69
15,96,"Yes",7,3,72
27,75,"Yes",10,3,66
20,71,"Yes",7,2,64
20,80,"Yes",8,0,67
18,78,"Yes",6,1,67
21,74,"Yes",5,1,66
25,88,"Yes",8,2,68
15,90,"No",5,0,65
16,94,"Yes",8,2,71
18,99,"Yes",10,1,71
12,71,"Yes",8,1,62
15,89,"Yes",8,2,69
17,76,"No",7,4,65
25,87,"No",6,3,70
22,79,"Yes",7,2,66
21,100,"No",6,0,70
25,89,"No",5,2,70
19,98,"Yes",7,1,69
22,93,"Yes",9,2,71
19,96,"No",5,1,69
22,93,"No",9,2,73
17,78,"Yes",9,1,65
5,70,"Yes",8,3,62
19,75,"No",8,2,67
29,61,"Yes",7,1,65
26,81,"No",7,1,65
26,80,"Yes",6,0,70
27,81,"Yes",7,1,70
21,99,"Yes",7,0,71
21,96,"No",10,1,71
16,66,"Yes",8,1,62
18,75,"No",7,4,65
24,77,"Yes",7,3,84
27,74,"Yes",6,2,68
19,92,"Yes",6,3,70
17,81,"No",8,1,68
20,83,"No",6,2,67
24,94,"Yes",6,1,69
11,92,"Yes",6,2,68
6,65,"No",6,3,59
17,89,"Yes",9,0,67
13,77,"Yes",7,0,63
17,72,"Yes",7,1,65
19,62,"No",7,1,63
17,79,"No",7,1,64
29,74,"Yes",6,3,72
22,70,"Yes",5,1,63
22,88,"No",9,2,66
24,91,"Yes",8,0,67
13,70,"Yes",8,1,66
26,62,"Yes",8,2,66
20,94,"Yes",10,1,68
24,60,"No",6,1,66
14,97,"Yes",5,3,68
11,85,"Yes",8,2,65
25,73,"Yes",5,0,67
22,70,"No",7,0,64
15,60,"No",7,0,59
15,69,"Yes",8,0,60
27,66,"No",6,1,65
13,84,"Yes",9,0,64
30,67,"No",6,1,66
15,81,"Yes",8,0,65
24,84,"Yes",6,2,69
18,72,"Yes",8,0,66
24,61,"Yes",5,1,65
17,61,"No",7,1,62
19,61,"No",9,2,60
20,90,"No",7,4,68
14,73,"Yes",9,1,64
24,92,"No",7,0,73
17,77,"Yes",6,1,64
19,78,"No",7,2,69
14,81,"No",8,1,63
5,89,"Yes",4,2,65
19,71,"No",8,2,65
34,65,"Yes",6,0,67
25,82,"Yes",5,0,67
20,73,"No",8,1,66
18,78,"Yes",9,1,68
20,86,"Yes",7,1,65
23,80,"Yes",5,1,66
13,85,"Yes",6,2,66
27,82,"Yes",6,2,69
24,90,"No",7,2,70
24,88,"Yes",7,2,71
23,81,"No",8,4,70
20,87,"No",8,2,68
24,95,"Yes",8,2,73
24,77,"No",8,1,68
18,77,"Yes",7,2,66
17,91,"Yes",10,1,67
21,83,"Yes",8,2,66
29,63,"Yes",8,0,69
13,96,"No",10,1,67
11,61,"Yes",7,5,61
21,90,"No",6,2,70
20,90,"No",9,2,70
21,98,"Yes",9,3,70
21,62,"No",7,1,64
19,84,"No",10,0,65
29,77,"No",7,5,70
10,73,"Yes",8,1,62
15,64,"Yes",9,1,64
19,83,"Yes",7,1,67
10,79,"No",8,1,63
19,64,"Yes",9,0,62
30,84,"No",6,2,72
20,90,"No",6,3,69
21,91,"Yes",9,5,72
12,96,"Yes",7,2,68
16,76,"No",6,1,64
18,98,"Yes",7,3,72
18,95,"Yes",8,2,73
28,72,"Yes",5,5,67
23,66,"Yes",8,0,64
13,77,"Yes",8,3,65
21,76,"Yes",9,1,67
23,83,"Yes",7,3,68
27,83,"Yes",9,2,72
29,90,"Yes",7,1,71
14,80,"Yes",7,1,66
15,64,"No",7,0,59
12,94,"Yes",10,1,68
19,72,"Yes",5,3,64
23,99,"No",8,2,70
26,65,"Yes",7,4,65
20,98,"Yes",7,2,72
18,64,"No",8,3,66
21,69,"Yes",9,2,68
15,62,"No",8,1,62
33,88,"No",9,1,70
10,94,"Yes",7,3,70
21,77,"Yes",7,0,64
32,97,"Yes",5,1,76
20,84,"Yes",10,1,67
19,85,"No",7,2,69
18,94,"Yes",7,4,68
19,72,"Yes",8,1,67
28,74,"Yes",9,0,69
7,96,"Yes",6,2,67
29,96,"Yes",9,0,73
11,99,"Yes",7,4,71
18,96,"No",9,4,70
17,65,"Yes",6,1,65
24,93,"Yes",8,0,73
10,76,"Yes",7,1,65
23,100,"Yes",5,4,73
32,79,"Yes",5,0,70
12,82,"Yes",6,0,66
21,81,"Yes",8,3,66
16,73,"Yes",4,4,64
23,63,"Yes",8,2,68
20,96,"No",7,1,70
16,92,"Yes",4,6,72
23,66,"No",6,2,66
31,91,"Yes",6,2,74
19,85,"No",7,0,67
24,76,"Yes",9,2,71
12,70,"Yes",9,2,60
14,94,"No",6,3,68
23,88,"No",6,0,69
29,82,"No",5,2,74
22,84,"Yes",6,2,71
18,64,"Yes",6,0,63
20,79,"Yes",7,2,66
12,68,"No",7,1,65
24,68,"No",6,0,60
25,86,"Yes",6,3,69
17,96,"No",6,1,69
17,76,"Yes",6,2,67
22,68,"Yes",9,1,65
17,86,"Yes",8,1,70
20,95,"Yes",8,0,71
33,90,"Yes",9,3,73
19,95,"Yes",8,0,70
18,81,"Yes",9,1,67
16,90,"Yes",8,1,67
24,66,"No",7,0,65
19,74,"Yes",6,2,69
16,76,"Yes",6,1,65
28,80,"Yes",8,1,68
29,97,"No",7,0,74
16,95,"Yes",5,0,68
9,65,"No",4,1,61
26,67,"Yes",10,3,67
16,74,"Yes",6,1,66
25,72,"Yes",6,8,69
8,85,"Yes",9,1,62
25,96,"Yes",5,0,71
13,98,"Yes",8,1,71
24,86,"Yes",10,0,72
20,94,"Yes",10,1,69
14,81,"No",6,6,67
18,68,"No",7,1,63
24,81,"Yes",6,1,68
21,82,"Yes",7,0,69
24,90,"Yes",9,0,65
32,69,"Yes",5,0,70
11,75,"No",8,2,65
30,75,"No",7,0,67
21,98,"Yes",9,0,72
15,78,"Yes",9,1,69
12,90,"Yes",6,2,69
19,90,"No",7,4,71
26,71,"Yes",8,1,67
19,83,"No",8,3,65
29,96,"No",4,2,70
11,79,"No",8,1,63
20,98,"Yes",9,0,71
12,69,"Yes",7,1,64
22,63,"Yes",8,5,69
25,96,"No",9,0,69
17,94,"Yes",7,1,70
4,100,"No",8,2,64
21,87,"No",7,1,70
23,97,"No",7,0,74
22,93,"Yes",6,1,69
27,94,"Yes",7,3,73
14,83,"Yes",10,1,66
24,75,"Yes",6,1,67
27,97,"No",8,6,76
9,77,"No",7,2,61
22,82,"Yes",9,0,68
17,78,"Yes",9,1,63
20,83,"Yes",6,1,67
22,79,"Yes",6,3,66
17,62,"Yes",6,2,62
16,95,"Yes",6,0,69
20,78,"No",6,3,67
13,84,"No",8,2,66
13,66,"Yes",6,2,63
24,60,"No",6,1,64
13,70,"Yes",6,2,64
24,88,"No",8,1,67
23,64,"Yes",7,4,66
10,96,"Yes",7,1,68
16,69,"Yes",6,1,62
27,68,"Yes",5,1,68
14,67,"No",9,1,63
17,61,"No",7,1,62
23,91,"No",10,2,72
25,95,"No",8,4,69
18,85,"Yes",10,3,67
16,68,"Yes",8,1,65
29,71,"No",7,1,69
30,79,"Yes",6,1,72
26,98,"Yes",6,2,70
21,70,"No",9,1,91
15,89,"Yes",7,2,65
15,78,"Yes",8,0,62
23,72,"Yes",8,2,65
23,78,"Yes",8,1,67
28,63,"No",6,4,67
24,92,"No",9,2,72
11,70,"Yes",7,1,60
26,89,"No",7,0,69
14,63,"No",8,0,61
18,98,"Yes",7,1,70
22,68,"No",4,2,68
32,95,"Yes",9,2,75
39,92,"No",9,1,75
24,99,"No",4,2,72
19,79,"Yes",5,1,66
23,89,"No",10,5,71
25,75,"No",7,4,70
18,67,"Yes",7,2,63
31,78,"Yes",6,0,72
21,67,"Yes",5,1,65
23,99,"Yes",7,3,71
24,64,"Yes",8,0,65
23,84,"Yes",7,1,69
25,85,"Yes",8,3,71
16,82,"Yes",10,2,68
17,86,"No",6,2,66
13,65,"No",7,0,60
23,82,"No",9,0,68
25,71,"Yes",6,1,67
23,98,"No",7,3,71
30,90,"No",10,2,74
20,99,"No",6,2,70
24,62,"No",9,2,63
13,71,"No",7,0,64
18,68,"Yes",10,3,66
24,60,"Yes",5,0,64
25,70,"Yes",7,1,69
18,87,"Yes",5,2,71
20,69,"No",6,1,64
11,80,"Yes",6,1,65
18,96,"No",7,2,69
25,88,"No",5,1,68
23,76,"Yes",7,3,68
23,75,"Yes",8,0,68
20,78,"Yes",5,1,65
20,67,"No",6,1,65
16,85,"No",10,1,66
24,75,"No",7,0,66
23,94,"Yes",4,2,71
23,90,"Yes",5,0,68
17,84,"Yes",7,0,65
7,75,"Yes",7,0,63
27,68,"No",6,1,66
17,91,"Yes",10,7,71
15,79,"Yes",10,2,65
24,69,"Yes",7,3,68
18,68,"Yes",8,2,66
26,67,"No",8,2,64
24,91,"Yes",9,1,70
24,69,"Yes",6,4,70
12,81,"No",10,1,66
27,78,"Yes",7,3,70
22,83,"No",8,2,71
18,95,"No",7,2,70
21,95,"No",7,1,70
9,78,"Yes",7,2,66
22,61,"No",5,1,64
14,77,"No",4,5,66
12,84,"Yes",7,1,68
11,82,"No",6,2,61
27,86,"Yes",8,2,72
16,66,"No",8,1,66
29,86,"Yes",7,1,68
17,67,"No",9,1,61
10,90,"Yes",7,0,67
13,74,"Yes",5,3,66
27,88,"Yes",7,3,74
19,62,"Yes",9,0,66
17,76,"Yes",4,4,67
21,88,"Yes",7,4,71
23,69,"Yes",8,0,66
27,92,"Yes",10,0,71
29,85,"Yes",9,4,72
18,84,"Yes",7,2,66
12,74,"Yes",8,1,62
18,79,"Yes",4,1,66
22,84,"Yes",5,2,69
14,79,"Yes",8,0,64
14,88,"Yes",7,4,69
22,77,"Yes",7,2,69
20,68,"Yes",7,0,64
20,69,"Yes",7,3,68
15,60,"Yes",7,4,63
19,72,"Yes",5,1,64
14,90,"Yes",7,2,69
25,92,"No",5,1,71
26,68,"No",6,2,67
9,98,"No",9,3,67
14,80,"Yes",7,2,66
11,97,"Yes",8,0,67
16,88,"No",7,2,68
19,89,"Yes",6,1,69
11,63,"Yes",5,0,62
14,69,"Yes",6,2,66
14,60,"Yes",7,1,63
21,89,"Yes",8,2,67
20,74,"No",7,3,68
16,91,"No",8,2,66
21,74,"Yes",5,3,66
17,93,"No",8,0,67
18,65,"Yes",5,1,66
30,67,"Yes",8,1,69
28,74,"No",8,2,72
12,76,"Yes",4,0,60
25,74,"Yes",8,0,68
25,91,"Yes",8,3,72
13,64,"Yes",9,1,64
25,74,"Yes",6,0,65
29,93,"No",7,3,76
13,63,"No",8,0,59
14,98,"Yes",8,0,67
26,99,"Yes",8,4,73
22,64,"No",6,1,64
23,72,"No",8,3,67
22,75,"Yes",8,3,69
22,91,"Yes",7,1,69
12,84,"Yes",6,2,67
26,86,"Yes",6,2,72
27,90,"No",9,2,86
19,65,"Yes",8,0,62
20,93,"No",7,1,69
11,88,"Yes",7,2,68
23,83,"Yes",4,1,99
23,96,"Yes",7,1,70
20,88,"Yes",5,2,68
27,68,"Yes",7,0,67
18,77,"Yes",9,1,66
23,80,"No",6,0,66
14,62,"Yes",7,2,62
20,98,"Yes",8,3,72
19,65,"Yes",7,0,64
21,88,"Yes",6,1,68
18,80,"Yes",7,2,66
19,61,"Yes",8,4,68
25,97,"Yes",7,3,75
17,94,"No",7,3,67
10,81,"Yes",9,2,65
30,69,"No",8,2,68
28,65,"Yes",5,2,67
12,75,"Yes",8,1,63
24,70,"Yes",8,2,67
17,80,"Yes",5,0,67
22,99,"Yes",4,2,73
22,83,"Yes",5,0,67
19,96,"No",7,1,71
15,86,"No",9,2,67
16,79,"Yes",6,0,68
15,94,"Yes",8,1,68
15,79,"Yes",4,1,66
20,95,"Yes",7,0,68
16,72,"No",6,2,63
24,65,"No",10,2,68
29,94,"Yes",4,1,74
17,83,"Yes",7,3,65
21,96,"Yes",4,1,69
23,98,"No",6,1,70
23,62,"Yes",4,3,65
20,80,"No",10,1,68
24,75,"No",6,0,65
23,85,"No",7,0,68
13,92,"Yes",7,4,68
25,71,"Yes",5,0,66
25,82,"No",9,0,70
15,88,"No",8,1,66
20,65,"Yes",8,0,64
24,93,"No",5,1,70
19,84,"No",9,1,68
26,98,"Yes",9,4,74
34,74,"Yes",7,2,71
15,64,"Yes",8,0,61
12,80,"No",7,3,64
22,63,"No",5,2,64
24,99,"Yes",7,0,73
19,62,"Yes",6,0,62
29,90,"Yes",7,0,71
12,81,"Yes",9,2,68
24,75,"Yes",5,2,67
16,63,"No",6,1,63
30,85,"No",6,2,71
32,83,"Yes",6,1,72
15,71,"No",6,3,66
17,96,"Yes",7,1,67
25,72,"Yes",8,0,66
18,78,"No",8,4,68
20,82,"Yes",7,0,64
20,64,"Yes",8,1,65
8,97,"Yes",10,0,66
20,75,"Yes",7,1,69
16,63,"No",9,2,64
17,75,"Yes",8,1,65
29,84,"Yes",10,3,72
12,81,"No",8,1,65
25,88,"Yes",6,2,70
18,62,"Yes",7,2,64
18,71,"Yes",7,1,62
25,93,"No",8,0,69
22,63,"No",6,1,62
23,94,"Yes",9,2,69
26,64,"No",7,3,66
18,93,"Yes",8,2,71
16,74,"Yes",7,4,66
13,84,"No",7,0,64
15,66,"Yes",7,2,63
38,63,"No",8,1,69
27,69,"Yes",10,1,68
12,65,"Yes",4,0,63
12,72,"Yes",8,1,64
23,81,"Yes",7,0,66
23,84,"Yes",7,1,71
23,92,"Yes",4,0,72
18,86,"No",8,2,88
19,84,"Yes",7,1,66
22,76,"Yes",6,0,65
21,79,"Yes",7,2,66
7,77,"Yes",7,4,62
19,94,"No",4,4,68
15,69,"Yes",7,2,65
21,60,"No",8,0,62
38,86,"No",6,1,74
22,68,"Yes",7,0,64
18,96,"No",7,2,72
26,94,"No",9,0,70
23,63,"No",7,2,65
23,64,"Yes",8,3,66
24,80,"Yes",7,0,67
32,84,"Yes",10,1,73
13,71,"Yes",6,4,65
23,89,"No",6,4,74
14,84,"No",7,0,66
23,73,"No",6,1,67
14,61,"No",5,0,58
17,90,"No",8,2,71
18,69,"Yes",4,1,63
26,93,"No",6,1,73
26,77,"Yes",5,1,68
13,83,"Yes",7,4,66
20,95,"No",4,3,68
16,95,"No",8,2,66
12,75,"No",8,1,62
19,68,"Yes",5,0,78
18,91,"No",7,1,68
35,77,"Yes",8,5,77
23,68,"Yes",8,1,65
12,96,"Yes",5,3,73
17,68,"Yes",5,4,64
26,61,"Yes",9,0,67
33,61,"No",6,1,69
10,85,"Yes",6,1,60
9,86,"No",8,0,66
31,72,"Yes",5,2,70
22,73,"Yes",7,2,66
15,74,"Yes",8,1,64
23,87,"No",5,1,70
4,62,"No",6,3,58
20,97,"Yes",5,0,69
22,69,"Yes",6,0,64
26,100,"No",9,2,72
14,67,"Yes",9,1,60
21,91,"Yes",7,2,70
14,69,"Yes",8,1,62
22,63,"Yes",8,1,66
15,95,"Yes",6,0,66
18,94,"Yes",7,1,65
14,76,"Yes",5,1,64
24,88,"Yes",6,1,72
25,82,"Yes",7,3,71
19,94,"No",5,1,68
20,73,"Yes",5,2,68
11,81,"Yes",6,2,64
18,79,"Yes",9,3,65
20,74,"Yes",9,1,64
36,96,"No",7,1,75
13,67,"Yes",8,2,61
29,66,"No",6,0,68
26,83,"No",4,2,70
22,86,"No",6,5,71
31,68,"Yes",7,0,66
22,76,"Yes",7,0,66
22,98,"Yes",7,0,70
20,70,"No",7,0,62
27,87,"Yes",6,4,72
27,90,"No",8,0,72
16,78,"Yes",5,2,63
12,98,"Yes",8,5,69
19,89,"Yes",6,0,68
15,78,"Yes",10,0,67
20,83,"Yes",7,3,71
27,88,"Yes",6,2,67
17,84,"Yes",6,0,62
20,95,"No",6,0,69
20,74,"Yes",8,2,67
25,72,"Yes",7,2,71
7,69,"Yes",8,1,87
16,62,"No",8,2,62
21,62,"Yes",7,2,64
27,95,"No",8,3,74
17,87,"Yes",9,0,69
9,86,"No",8,1,65
24,85,"Yes",7,2,66
16,94,"Yes",8,3,70
13,79,"No",5,3,68
16,95,"No",10,4,70
19,74,"No",8,1,68
16,97,"Yes",8,0,69
7,88,"Yes",7,2,66
25,70,"Yes",4,0,65
28,83,"Yes",7,1,71
24,81,"Yes",7,1,66
13,66,"Yes",6,2,61
19,84,"Yes",6,3,69
20,73,"No",6,1,65
24,62,"Yes",8,0,63
24,98,"Yes",9,2,73
16,86,"Yes",7,1,68
20,95,"Yes",6,1,70
23,87,"Yes",6,3,72
29,74,"Yes",7,3,68
24,81,"No",7,0,68
25,87,"Yes",8,1,71
21,98,"Yes",6,1,68
28,70,"Yes",8,3,70
22,95,"Yes",8,2,70
15,97,"Yes",6,2,69
28,87,"Yes",4,2,73
24,97,"Yes",6,1,72
17,76,"No",9,0,67
17,98,"No",4,2,69
22,88,"Yes",9,1,68
23,62,"No",4,0,64
21,96,"Yes",6,2,71
22,79,"Yes",6,1,68
30,78,"Yes",10,1,70
26,83,"Yes",7,3,72
21,66,"Yes",7,2,65
26,79,"No",6,1,70
14,93,"No",8,2,69
22,61,"No",6,0,64
31,71,"Yes",7,3,67
19,60,"Yes",6,1,65
15,77,"Yes",8,0,62
16,89,"No",8,2,68
13,92,"No",6,2,68
15,98,"No",6,1,68
18,84,"Yes",6,4,68
12,70,"Yes",7,1,62
20,97,"Yes",8,4,72
25,91,"No",7,1,69
15,83,"No",4,3,68
29,88,"Yes",8,4,71
23,97,"Yes",5,0,69
26,88,"No",6,1,71
16,75,"Yes",7,2,65
25,89,"No",7,1,68
13,62,"Yes",8,1,60
25,75,"Yes",6,3,68
21,76,"No",6,1,66
23,67,"No",7,4,66
13,61,"Yes",8,4,62
15,65,"No",8,2,61
24,86,"No",7,2,69
14,92,"Yes",9,1,69
23,100,"Yes",9,4,74
12,74,"Yes",8,1,62
25,84,"Yes",5,0,67
13,97,"No",8,1,69
23,67,"Yes",7,1,66
24,89,"Yes",6,2,72
16,90,"No",6,2,69
23,64,"Yes",7,0,65
22,94,"No",6,0,72
17,93,"Yes",7,2,69
14,61,"No",7,3,60
8,64,"No",7,0,61
22,62,"No",8,1,63
11,73,"No",7,3,63
21,80,"Yes",6,1,68
18,81,"Yes",4,1,68
24,71,"No",8,1,65
18,96,"No",7,1,71
18,75,"Yes",7,1,64
24,62,"No",9,1,65
22,72,"Yes",5,2,67
22,81,"No",7,0,67
23,76,"Yes",6,1,67
11,71,"Yes",8,1,87
25,65,"Yes",4,1,67
24,93,"Yes",8,4,72
14,100,"Yes",8,0,69
19,73,"Yes",6,1,65
20,75,"Yes",7,1,66
19,85,"No",6,3,70
22,89,"Yes",8,0,71
29,76,"Yes",8,1,67
26,96,"No",5,0,72
12,82,"No",5,0,63
24,78,"Yes",9,0,67
28,86,"No",10,6,72
22,98,"No",8,1,72
27,92,"No",8,1,70
32,62,"No",7,0,67
26,73,"No",7,0,68
21,79,"Yes",8,1,67
26,73,"No",7,3,70
21,88,"No",9,1,67
20,93,"Yes",7,1,71
18,89,"Yes",7,1,69
29,100,"Yes",7,3,74
15,71,"No",7,0,63
29,95,"Yes",9,0,72
23,91,"Yes",7,2,71
12,74,"No",7,1,64
22,89,"Yes",7,1,69
7,64,"No",6,2,62
24,92,"Yes",5,1,69
25,81,"Yes",9,2,68
16,72,"Yes",9,6,67
21,86,"Yes",9,2,71
32,86,"Yes",5,1,70
17,68,"No",9,2,63
14,61,"No",10,0,60
29,77,"No",9,0,69
32,83,"Yes",9,3,71
20,95,"Yes",8,1,69
26,97,"Yes",6,2,73
28,81,"Yes",8,1,73
16,90,"No",5,1,68
17,78,"Yes",6,2,67
27,90,"No",7,2,74
30,68,"No",7,3,68
23,75,"No",8,1,69
15,85,"No",4,4,69
32,61,"Yes",7,0,68
17,89,"No",8,1,66
18,93,"Yes",8,3,69
22,76,"Yes",8,1,66
29,78,"Yes",7,5,72
25,94,"Yes",6,1,69
22,91,"Yes",8,1,68
23,72,"Yes",7,1,66
20,73,"Yes",8,1,65
23,87,"No",8,2,71
5,83,"Yes",7,2,61
18,66,"Yes",6,1,63
21,72,"Yes",9,1,66
13,96,"No",8,0,69
22,88,"Yes",10,0,71
19,99,"Yes",8,0,73
31,91,"Yes",8,2,72
29,98,"No",5,2,73
17,69,"Yes",7,1,65
19,91,"Yes",7,1,71
20,61,"Yes",8,1,65
17,87,"No",8,1,67
21,79,"Yes",8,1,69
15,74,"No",10,0,63
13,94,"Yes",6,2,68
24,94,"Yes",8,1,70
24,61,"Yes",8,1,64
15,84,"No",10,1,64
25,75,"Yes",8,1,68
16,77,"Yes",8,0,65
22,93,"No",8,0,70
25,72,"Yes",8,0,66
20,98,"Yes",9,1,70
23,67,"Yes",6,3,66
17,87,"No",6,2,69
19,87,"No",10,2,69
19,70,"No",4,1,64
16,73,"Yes",7,1,64
19,93,"Yes",7,1,69
11,90,"Yes",7,3,67
17,73,"Yes",9,2,63
18,81,"Yes",8,1,67
18,62,"No",6,3,65
19,68,"Yes",6,2,64
20,79,"No",7,3,68
23,63,"Yes",9,0,64
25,94,"No",7,2,70
16,89,"Yes",7,0,70
13,98,"Yes",6,1,67
14,88,"Yes",8,2,69
17,98,"No",7,2,70
18,82,"No",6,5,69
15,84,"Yes",9,1,65
12,99,"Yes",10,0,66
17,86,"Yes",7,2,70
21,61,"Yes",7,1,63
24,89,"No",5,3,69
17,96,"Yes",8,4,74
18,92,"Yes",8,2,70
14,83,"No",7,1,66
20,87,"Yes",6,0,68
15,100,"No",10,2,67
23,64,"Yes",8,2,66
9,87,"No",6,0,65
18,71,"Yes",8,3,66
22,86,"Yes",7,1,69
21,84,"No",7,2,67
36,66,"Yes",8,1,69
22,68,"No",4,2,66
14,85,"No",4,2,64
19,65,"No",9,1,61
9,71,"Yes",7,0,61
20,93,"Yes",6,1,70
15,73,"No",5,1,65
25,80,"No",7,1,67
17,98,"No",7,0,69
19,69,"Yes",9,2,63
16,76,"No",8,1,66
30,84,"Yes",7,3,73
18,90,"No",8,0,68
31,96,"Yes",9,0,74
25,97,"Yes",8,0,70
23,91,"Yes",8,0,68
22,69,"No",7,1,67
22,61,"No",6,1,65
8,75,"No",5,5,66
18,66,"Yes",5,0,64
25,88,"Yes",8,1,72
20,86,"Yes",8,2,70
12,62,"Yes",9,1,60
20,93,"Yes",8,1,68
30,70,"Yes",9,1,71
27,77,"Yes",7,1,68
20,87,"Yes",8,2,67
26,77,"Yes",5,1,70
18,78,"No",7,0,65
10,63,"No",4,0,60
14,76,"No",7,2,65
29,91,"No",9,0,70
18,97,"Yes",7,4,69
19,77,"No",8,1,64
18,77,"No",7,2,67
31,88,"Yes",6,2,73
30,98,"No",7,1,74
33,71,"Yes",9,0,67
19,78,"Yes",8,2,66
22,92,"No",6,4,69
11,84,"No",5,1,64
29,64,"Yes",7,0,69
13,85,"Yes",6,1,66
21,67,"Yes",7,1,65
13,80,"Yes",5,1,67
16,81,"No",9,3,67
15,95,"No",7,0,68
16,78,"No",7,4,65
17,71,"Yes",6,4,66
17,69,"Yes",7,2,65
25,95,"Yes",7,0,71
13,67,"Yes",6,0,63
21,77,"Yes",7,2,70
27,67,"Yes",9,0,70
17,91,"Yes",4,3,67
16,79,"Yes",7,2,68
19,74,"Yes",6,0,63
27,74,"Yes",9,3,70
21,94,"No",7,1,69
17,82,"Yes",5,1,66
23,89,"No",7,2,70
13,96,"No",8,1,68
24,96,"No",10,0,70
22,73,"Yes",4,0,67
18,98,"Yes",5,0,69
15,61,"Yes",9,2,64
15,75,"No",5,1,62
23,96,"No",7,1,71
27,71,"Yes",6,2,69
16,71,"Yes",6,0,62
23,72,"Yes",7,0,66
7,84,"Yes",7,3,64
16,78,"No",9,3,66
20,89,"Yes",9,2,72
15,96,"Yes",8,3,71
14,87,"Yes",7,0,65
16,68,"Yes",7,1,65
22,97,"Yes",8,1,70
19,71,"Yes",9,1,68
7,66,"Yes",8,0,57
7,64,"No",9,4,59
16,83,"Yes",6,0,64
23,65,"Yes",9,2,67
4,66,"No",8,2,60
17,72,"Yes",6,3,67
17,71,"Yes",7,2,65
28,84,"Yes",7,1,71
18,93,"Yes",7,0,67
22,90,"Yes",7,0,69
21,70,"Yes",5,1,68
7,70,"Yes",6,0,59
25,99,"No",7,3,75
21,60,"Yes",6,0,59
23,95,"No",6,0,71
44,68,"No",9,3,71
7,98,"No",7,0,66
30,74,"No",10,1,69
18,78,"Yes",7,4,65
22,88,"Yes",9,3,68
20,84,"No",7,5,68
17,73,"Yes",6,1,67
17,82,"Yes",7,1,68
22,89,"Yes",9,0,68
11,62,"Yes",7,3,88
25,60,"Yes",8,1,66
18,78,"Yes",7,3,67
13,65,"No",7,2,63
17,87,"Yes",7,3,68
28,69,"No",6,2,65
17,77,"Yes",7,1,67
22,68,"Yes",8,3,67
16,82,"Yes",7,1,67
25,65,"No",7,1,64
24,61,"No",8,1,61
31,62,"Yes",7,2,65
19,98,"Yes",7,1,70
24,66,"No",8,0,67
21,88,"No",7,1,68
28,63,"Yes",7,1,65
16,64,"Yes",8,3,63
24,80,"No",7,1,72
19,79,"Yes",7,2,68
20,98,"Yes",7,2,73
21,98,"Yes",7,0,71
22,91,"No",5,3,70
19,84,"Yes",7,0,68
21,78,"No",10,3,68
29,74,"No",6,2,68
26,98,"Yes",6,1,71
25,84,"Yes",10,4,70
17,83,"No",6,2,67
15,69,"Yes",9,0,61
26,62,"Yes",7,1,64
25,98,"No",7,1,72
29,73,"No",7,1,67
16,78,"Yes",8,1,65
19,65,"Yes",5,1,64
10,93,"Yes",7,0,66
18,61,"No",6,1,62
26,93,"No",4,2,70
