
x,daysSinceFirstPurch, shoppingCartValue, gender, voucher, returned, boughtAgain
1411,38,93.2 ,female,0,       0,1
1412,30,30.7 ,male,0,       0,1
1413,33,173.  ,male,0,       0,1
1414,14,132.  ,male,0,       1,1
1415,47,100.  ,female,0,       0,1
1416,34,75.4 ,female,0,       0,0
1417,32,45.6 ,male,0,       0,0
1418,41,121.  ,female,0,       1,0
1419,72,135.  ,female,0,       1,0
1420,45,108.  ,male,0,       1,1
1421,42,41.5 ,female,0,       1,0
1422,24,45.2 ,female,0,       0,0
1423,51,128.  ,female,0,       0,1
1424,62,59.4 ,female,0,       0,0
1425,20,84.9 ,female,0,       1,1
1426,18,74.7 ,female,0,       0,0
1427,20,51.4 ,male,1,        0,0
1428,11,44.1 ,female,0,       0,1
1429,68,87.0 ,male,0,       1,1
1430, 4,45.4 ,female,0,       1,0
1431,28,44.1 ,female,0,       0,1
1432,22,118.  ,female,1,        0,1
1433,76,51   ,male,0,       0,1
1434,20,35.4 ,female,0,       0,1
1435,37,41.8 ,female,0,       0,0
1436,35,119.  ,female,0,       0,0
1437,54,105.  ,female,0,       1,0
1438,20,53.7 ,female,1,        0,0
1439,22,100.  ,female,0,       0,1
1440,32,52.4 ,female,0,       0,1
1441,61,259.  ,male,0,       1,1
1442,32,116.  ,male,0,       0,1
1443,23,98.8 ,female,0,       1,1
1444,73,126.  ,female,1,        0,1
1445,13,61.0 ,male,0,       0,1
1446,21,34.8 ,female,0,       1,0
1447,49,49.6 ,female,0,       1,1
1448,92,228.  ,male,0,       0,1
1449,76,68.3 ,female,1,        0,0
1450,53,64.9 ,male,1,        1,1
1451,31,65.7 ,female,0,       0,0
1452,43,45.1 ,male,0,       1,1
1453,74,136.  ,male,0,       0,1
1454,52,69.2 ,male,0,       0,1
1455,14,69.0 ,male,0,       0,1
1456,17,29.6 ,female,0,       1,0
1457, 8,50.8 ,male,0,       1,1
1458,61,158.  ,female,0,       1,0
1459,17,37.4 ,female,0,       0,1
1460,73,52.8 ,female,0,       0,1
1461,46,96.8 ,female,0,       0,1
1462,49,43.8 ,female,0,       0,1
1463,21,43.4 ,female,0,       0,1
1464,30,61.9 ,female,1,        0,0
1465,26,109.  ,female,0,       0,1
1466,64,83   ,male,0,       1,1
1467,40,101.  ,female,0,       0,1
1468,29,93.1 ,female,0,       0,1
1469,45,255.  ,male,1,        0,1
1470,37,61.3 ,female,0,       0,1
1471,58,30.3 ,male,1,        0,1
1472,15,54.3 ,female,0,       0,1
1473, 2,51.7 ,male,0,       1,0
1474,33,126.  ,female,0,       0,1
1475,63,168.  ,male,0,       0,1
1476,63,148.  ,male,1,        0,0
1477,26,41.7 ,female,1,        0,1
1478,17,37.2 ,male,0,       0,1
1479,47,62.9 ,female,0,       0,0
1480,74,43.3 ,female,0,       0,0
1481,57,95.7 ,male,0,       0,0
1482,48,87.5 ,female,1,        0,1
1483,33,48.5 ,male,1,        0,0
1484,66,77.4 ,female,0,       0,1
1485,52,88.4 ,male,0,       0,0
1486,19,100.  ,female,1,        0,1
1487,33,126.  ,male,0,       0,1
1488,68,194.  ,male,0,       1,1
1489,39,158.  ,female,0,       0,1
1490,33,54.6 ,female,1,        1,0
1491, 5,83.0 ,male,0,       1,1
1492,49,96.6 ,male,0,       0,1
1493,37,36.5 ,female,0,       0,1
1494,18,114.  ,female,0,       0,1
1495,27,45.2 ,male,0,       0,1
1496,40,162.  ,female,0,       0,1
1497,59,98.5 ,male,0,       1,0
1498,33,88.8 ,female,0,       1,0
1499,27,74.9 ,male,0,       0,1
1500,84,190.  ,female,1,        0,1
1501,21,62.1 ,male,1,        0,1
1502,42,109.  ,female,0,       0,1
1503,64,378.  ,male,0,       0,1
1504,15,94.2 ,female,0,       0,1
1505,56,96.9 ,female,1,        0,1
1506,27,86.0 ,female,0,       0,0
1507,40,119.  ,female,0,       0,1
1508,50,120.  ,female,0,       0,1
1509,36,40.3 ,female,0,       1,0
1510,36,104.  ,male,0,       0,0
1511,53,36.7 ,female,0,       0,0
1512,38,49.4 ,male,1,        0,1
1513,93,180.  ,male,1,        0,1
1514,18,68.4 ,female,0,       0,0
1515,16,89.3 ,female,1,        0,1
1516,66,98.3 ,male,1,        0,1
1517,50,52.4 ,female,0,       0,0
1518,39,68.2 ,female,0,       0,1
1519,34,47.0 ,female,1,        0,0
1520,37,104.  ,male,0,       1,0
1521,31,265.  ,male,0,       0,1
1522,24,49.3 ,male,0,       1,0
1523,26,30.3 ,female,0,       0,0
1524,36,209.  ,female,1,        0,0
1525,43,33.9 ,male,1,        0,1
1526,22,215.  ,male,1,        0,1
1527,22,46.7 ,female,0,       0,1
1528,28,114.  ,male,0,       0,1
1529,10,215.  ,male,0,       1,0
1530, 9,86.9 ,female,0,       0,1
1531,31,99.2 ,female,0,       0,0
1532,49,52.0 ,female,0,       0,0
1533, 5,58.8 ,male,0,       0,0
1534,39,108.  ,female,0,       0,1
1535,23,52.3 ,male,0,       0,0
1536,41,74.5 ,male,0,       1,0
1537,33,124.  ,female,1,        0,1
1538,40,134.  ,female,0,       1,1
1539,29,216.  ,male,0,       0,1
1540,36,59.7 ,male,1,        0,1
1541,28,77.6 ,female,0,       0,1
1542,22,219.  ,female,1,        0,0
1543,25,151.  ,male,0,       1,1
1544,46,53.8 ,female,0,       0,0
1545,24,92.8 ,male,0,       0,1
1546,45,59.2 ,female,1,        0,0
1547,38,46.8 ,female,1,        0,1
1548,34,51.9 ,male,1,        1,1
1549,17,61.5 ,male,0,       0,0
1550, 6,46.4 ,male,0,       0,1
1551,14,50.3 ,female,0,       1,0
1552,32,73.3 ,male,0,       1,0
1553,59,98.6 ,male,0,       0,1
1554, 9,73.6 ,female,0,       0,0
1555,12,43.3 ,female,0,       0,1
1556,24,30.6 ,female,0,       0,0
1557,12,105.  ,male,0,       0,1
1558,   104,178.  ,male,0,       0,1
1559,18,64.8 ,female,0,       1,1
1560,52,61.9 ,female,0,       0,1
1561,31,183.  ,female,1,        0,0
1562,37,57.2 ,female,0,       0,1
1563,56,95.6 ,female,0,       0,1
1564,41,59   ,female,0,       0,1
1565, 8,87.7 ,male,0,       1,1
1566,13,58.2 ,female,0,       1,1
1567,64,91.4 ,female,0,       0,1
1568,13,68.1 ,female,1,        0,0
1569,28,69.4 ,female,0,       1,0
1570,39,102.  ,female,1,        0,1
1571,20,47.4 ,male,1,        0,1
1572,21,87.9 ,female,0,       0,1
1573,30,91.1 ,male,0,       0,1
1574,28,116.  ,male,0,       0,1
1575,48,77.5 ,male,0,       0,1
1576,26,80.1 ,male,0,       0,1
1577,48,59.6 ,male,0,       0,1
1578,15,60.6 ,male,0,       0,1
1579,25,113.  ,male,0,       0,1
1580,   130,431.  ,male,1,        0,1
1581,18,75.3 ,female,0,       0,0
1582,   131,606.  ,female,0,       0,0
1583,59,77.3 ,male,0,       0,1
1584,31,31.2 ,female,0,       0,1
1585,32,170.  ,male,0,       0,1
1586,17,133   ,male,0,       0,1
1587, 7,82.0 ,female,1,        0,1
1588,62,897.  ,female,0,       0,1
1589,20,27.9 ,female,0,       0,0
1590,32,46.6 ,male,0,       0,0
1591,24,214.  ,female,1,        0,1
1592,53,25.1 ,male,0,       0,1
1593,44,107.  ,female,0,       1,0
1594, 7,100.  ,female,1,        1,1
1595,63,30.7 ,male,0,       0,1
1596,26,201.  ,male,0,       0,1
1597,54,198.  ,male,0,       0,1
1598,21,98.6 ,male,0,       0,1
1599,43,63.2 ,female,0,       1,0
1600,24,105.  ,female,1,        0,0
1601,45,87.0 ,male,0,       0,1
1602,29,89.8 ,male,0,       0,1
1603, 7,74.9 ,male,0,       0,0
1604,22,44.5 ,male,0,       0,1
1605,   100,208.  ,male,0,       0,1
1606,55,74.5 ,female,0,       0,1
1607,49,246.  ,male,0,       0,1
1608,22,95.6 ,male,1,        0,0
1609,36,50.9 ,male,0,       0,1
1610,42,121.  ,male,0,       1,1
1611,29,25.0 ,female,0,       0,0
1612,45,252.  ,male,0,       0,0
1613,56,96.1 ,male,1,        0,1
1614,31,66.6 ,female,0,       0,0
1615,21,33.9 ,female,0,       0,1
1616,40,40.7 ,female,0,       0,0
1617,25,35   ,male,0,       0,0
1618,61,92.1 ,male,1,        0,0
1619,48,76.9 ,female,1,        0,0
1620,31,103.  ,female,0,       0,1
1621, 9,63.2 ,female,1,        0,1
1622,35,46.6 ,female,0,       0,0
1623,46,167.  ,male,0,       0,1
1624,50,155.  ,male,1,        0,0
1625,45,47.5 ,female,0,       0,0
1626,10,60.8 ,female,0,       0,0
1627,46,221.  ,male,0,       0,1
1628,27,57.8 ,female,0,       0,1
1629,15,38.8 ,female,1,        0,0
1630,16,87.0 ,female,1,        0,1
1631,51,70.1 ,female,0,       0,0
1632,48,38.6 ,female,1,        0,1
1633,61,90.9 ,female,0,       0,0
1634,30,83.0 ,male,1,        0,0
1635,59,97.7 ,female,1,        0,1
1636,41,30.9 ,female,0,       0,0
1637,37,149.  ,female,0,       0,1
1638,31,200.  ,female,0,       0,1
1639,46,101.  ,female,0,       0,1
1640,68,54.8 ,female,1,        0,1
1641,35,62.6 ,female,0,       0,0
1642,21,162.  ,female,0,       1,0
1643,18,49.3 ,female,0,       1,0
1644,42,92.1 ,female,1,        0,1
1645,23,118.  ,male,0,       1,0
1646,53,95.0 ,male,1,        1,1
1647,34,79.3 ,female,1,        0,1
1648,32,79.2 ,male,0,       0,1
1649,16,75.5 ,female,0,       0,0
1650,41,323.  ,male,0,       0,1
1651, 3,49.8 ,female,0,       0,1
1652,31,97.8 ,female,0,       0,1
1653,65,71.1 ,female,0,       0,0
1654,27,156.  ,female,0,       0,1
1655,26,123.  ,male,0,       1,0
1656,55,33.5 ,female,0,       0,0
1657,19,142.  ,female,1,        0,1
1658,36,83.5 ,female,0,       0,1
1659,88,159.  ,female,0,       0,1
1660,60,48.6 ,female,0,       0,1
1661,83,272.  ,male,0,       0,1
1662,36,93.6 ,female,0,       0,1
1663,75,169.  ,male,0,       0,0
1664,23,113.  ,female,1,        0,1
1665,57,125.  ,male,0,       0,1
1666,23,39.0 ,female,0,       0,1
1667,30,108.  ,male,0,       0,1
1668,66,135.  ,female,0,       0,1
1669,97,497.  ,male,0,       1,1
1670,48,44.9 ,male,0,       0,1
1671,69,62.0 ,female,0,       0,0
1672,30,86.6 ,female,0,       1,0
1673,44,117.  ,female,0,       0,1
1674,21,77.2 ,male,0,       0,1
1675,61,41.0 ,female,0,       0,1
1676,27,69.8 ,female,0,       0,1
1677,38,294.  ,female,0,       0,1
1678,68,61.8 ,female,0,       0,1
1679,38,128.  ,female,1,        0,1
1680,40,89.3 ,female,1,        0,1
1681,29,64.4 ,female,0,       0,1
1682,70,25.3 ,male,1,        0,1
1683,43,128.  ,male,0,       0,1
1684,47,50.0 ,male,0,       0,0
1685,31,32.5 ,male,0,       0,1
1686,39,50.2 ,male,0,       0,1
1687,55,180.  ,male,1,        0,0
1688,26,94.9 ,male,0,       0,1
1689,37,93.1 ,male,1,        0,1
1690,46,53.1 ,male,0,       0,1
1691,40,59.2 ,male,0,       0,1
1692,10,121.  ,female,0,       0,1
1693,67,82.3 ,female,0,       0,1
1694,16,132.  ,female,0,       0,0
1695,47,66.3 ,female,0,       0,1
1696,30,53.8 ,female,1,        0,0
1697,23,79.9 ,female,0,       0,1
1698,65,192.  ,female,0,       0,1
1699,53,86.9 ,male,0,       1,0
1700,43,78.0 ,male,0,       0,0
1701,48,63.9 ,female,0,       0,0
1702,25,73.4 ,female,0,       0,1
1703,38,46.5 ,female,0,       0,0
1704,20,137.  ,female,0,       0,1
1705,28,61.2 ,female,0,       0,0
1706,20,71.1 ,female,0,       0,1
1707,68,48.0 ,female,0,       1,0
1708,21,68.4 ,female,0,       1,0
1709,20,73.5 ,male,0,       0,1
1710,25,44.9 ,male,0,       0,1
1711,30,31.7 ,male,0,       0,1
1712,44,69.4 ,female,1,        0,1
1713,33,119.  ,female,0,       0,1
1714,45,157.  ,female,1,        0,0
1715,38,61.8 ,female,0,       0,0
1716,31,92.2 ,female,0,       1,1
1717,19,119.  ,female,1,        0,1
1718,45,105.  ,male,0,       0,1
1719,32,112.  ,male,1,        0,1
1720,79,103.  ,male,0,       0,1
1721,21,59.6 ,male,1,        0,0
1722,36,44.6 ,male,1,        0,0
1723,31,181.  ,female,0,       0,1
1724,36,78.0 ,female,0,       0,1
1725,30,90.3 ,female,0,       0,1
1726,17,116.  ,male,1,        1,0
1727,46,99.4 ,female,0,       1,1
1728,29,150.  ,male,0,       0,1
1729,51,45.1 ,female,0,       0,0
1730,68,72.0 ,male,0,       0,1
1731, 6,68.2 ,male,0,       0,0
1732,59,44.2 ,male,0,       0,0
1733, 6,74.4 ,male,0,       1,0
1734,60,155.  ,male,0,       0,1
1735,38,76.6 ,female,0,       0,1
1736,36,61.7 ,female,0,       0,0
1737,34,60.8 ,male,0,       1,1
1738,41,81.6 ,female,1,        0,1
1739,37,57.2 ,male,0,       0,1
1740,27,112.  ,male,0,       1,1
1741,45,140.  ,male,1,        0,1
1742,37,148.  ,male,0,       1,0
1743,17,119.  ,female,0,       0,1
1744,47,108.  ,male,0,       0,1
1745,32,41.7 ,female,1,        0,1
1746,41,36.5 ,female,0,       0,0
1747,26,39.5 ,male,0,       0,0
1748, 7,82.4 ,female,1,        0,0
1749,14,63.3 ,female,0,       0,0
1750,30,47.4 ,female,0,       0,1
1751,19,112.  ,female,0,       0,1
1752,23,199.  ,male,0,       0,1
1753,38,74.6 ,female,0,       0,0
1754,45,62.1 ,male,0,       0,1
1755,22,48.0 ,female,0,       1,0
1756,41,114.  ,female,0,       0,1
1757,30,73.4 ,female,0,       0,1
1758,35,120.  ,male,0,       0,1
1759,40,72.2 ,male,0,       0,1
1760,61,47.4 ,male,0,       1,0
1761,47,72.0 ,female,0,       0,0
1762,44,49.8 ,female,0,       1,0
1763,49,43.3 ,male,1,        0,0
1764,56,184.  ,female,0,       1,0
1765,17,116.  ,female,0,       0,1
1766,13,145.  ,male,1,        0,1
1767, 6,100.  ,male,0,       0,1
1768,31,172.  ,female,0,       0,1
1769,25,62.4 ,female,0,       0,1
1770,27,102.  ,female,0,       0,1
1771,16,128.  ,female,0,       0,1
1772,15,90.7 ,female,0,       0,1
1773,65,301.  ,male,1,        0,1
1774,49,108.  ,female,0,       1,0
1775,31,74.0 ,male,0,       0,1
1776,59,112.  ,male,1,        0,0
1777,24,50.6 ,female,0,       0,0
1778,23,439.  ,female,0,       0,1
1779, 7,36.8 ,female,0,       0,1
1780,17,123.  ,female,0,       0,1
1781,13,57.8 ,female,1,        0,0
1782,20,72.2 ,female,0,       0,0
1783,25,133.  ,female,0,       1,0
1784,21,89.6 ,female,0,       0,1
1785,38,65.7 ,male,0,       0,0
1786,24,76.6 ,female,1,        0,1
1787,23,108.  ,female,1,        1,0
1788,75,154.  ,male,1,        0,1
1789,28,57.8 ,female,0,       0,1
1790,33,92.2 ,male,0,       0,1
1791,26,131.  ,female,0,       0,1
1792,32,44.4 ,female,0,       0,1
1793,16,57.5 ,male,1,        0,1
1794,72,64.9 ,female,0,       1,0
1795, 8,38.5 ,male,0,       0,1
1796,49,36.1 ,female,0,       1,0
1797,44,114.  ,male,0,       0,1
1798,19,67.1 ,female,1,        0,0
1799, 6,101.  ,female,0,       0,1
1800,56,65.5 ,female,0,       0,1
1801, 8,30.8 ,female,0,       0,0
1802,25,121.  ,female,0,       1,1
1803,54,93.8 ,female,0,       1,0
1804,68,168.  ,female,0,       0,1
1805,28,80.5 ,male,1,        0,1
1806,31,31.2 ,male,0,       1,0
1807,47,273.  ,male,1,        0,0
1808,18,30.1 ,female,0,       0,1
1809,18,23.4 ,male,0,       0,1
1810,48,95.9 ,male,1,        0,1
1811,32,40.5 ,female,0,       0,0
1812,33,67.7 ,female,0,       0,0
1813,29,29.3 ,male,0,       0,1
1814,23,89.7 ,female,0,       0,1
1815,65,50.6 ,male,0,       0,0
1816,38,71.4 ,male,0,       0,1
1817,35,45.3 ,female,0,       0,1
1818,29,303.  ,male,0,       0,1
1819,22,59.1 ,female,0,       0,0
1820,63,205.  ,male,1,        0,1
1821,15,87.7 ,male,1,        0,0
1822,27,56.8 ,female,0,       0,1
1823,31,56.6 ,male,0,       1,0
1824,52,70.0 ,male,0,       0,0
1825,46,46.7 ,female,0,       0,1
1826,63,52.3 ,male,1,        0,1
1827,31,34.1 ,male,0,       0,1
1828,16,113.  ,female,0,       0,0
1829,28,62.5 ,female,0,       0,1
1830,31,106.  ,female,0,       0,0
1831,47,127.  ,female,1,        0,0
1832,79,125.  ,female,0,       0,0
1833,17,106.  ,female,0,       0,1
1834,49,40.2 ,female,1,        1,0
1835,47,66.6 ,male,0,       0,1
1836,30,44.0 ,male,0,       0,1
1837,28,74.1 ,female,1,        0,1
1838,64,32.0 ,female,0,       0,1
1839,24,51.7 ,female,0,       0,1
1840,26,72.2 ,female,0,       0,1
1841,50,115.  ,male,0,       0,1
1842,41,36.2 ,female,1,        0,0
1843,14,142.  ,female,1,        0,0
1844,13,74.8 ,female,1,        0,1
1845,44,80.9 ,female,0,       0,1
1846,59,24.8 ,male,1,        0,1
1847,51,170.  ,male,1,        1,1
1848,25,42.4 ,female,0,       0,1
1849,87,85.3 ,female,0,       0,0
1850,60,183.  ,male,0,       1,1
1851,43,73.5 ,female,0,       0,1
1852,40,115.  ,female,0,       1,1
1853,24,72.4 ,female,0,       0,0
1854, 9,134.  ,female,0,       0,0
1855,23,46.9 ,male,0,       0,1
1856,20,114.  ,male,0,       0,1
1857,25,95.9 ,female,0,       0,1
1858,85,276.  ,male,0,       0,1
1859,26,35.0 ,female,0,       0,0
1860,27,39.6 ,male,1,        0,1
1861,66,67.6 ,female,1,        0,0
1862, 4,106.  ,male,0,       0,1
1863,24,129.  ,male,0,       0,1
1864,50,110.  ,male,0,       0,1
1865,49,55.3 ,female,0,       1,1
1866,23,61.9 ,female,0,       0,1
1867,95,103.  ,male,0,       0,1
1868,49,64.2 ,male,0,       0,0
1869,   100,782.  ,male,0,       1,1
1870,34,64.2 ,female,0,       0,0
1871, 7,146.  ,female,0,       0,1
1872,50,170.  ,female,0,       0,1
1873,46,119.  ,male,0,       0,1
1874,36,90.8 ,male,0,       1,1
1875,48,77.0 ,female,0,       0,0
1876,13,104.  ,male,0,       0,0
1877, 5,98.4 ,male,0,       0,0
1878,30,50.0 ,female,0,       0,1
1879,31,100.  ,male,0,       0,1
1880,55,185.  ,male,1,        0,0
1881,21,135.  ,male,0,       0,1
1882,30,106.  ,female,1,        0,0
1883,28,39.8 ,female,0,       1,0
1884,15,81.2 ,female,0,       1,0
1885,43,191.  ,female,0,       0,1
1886,41,61.2 ,female,0,       0,0
1887,50,88.8 ,male,1,        0,1
1888,43,322.  ,female,0,       1,1
1889,36,55.3 ,male,0,       1,1
1890,34,134.  ,male,0,       0,1
1891,52,63.1 ,female,1,        0,0
1892,49,49.5 ,male,1,        0,0
1893,22,35.0 ,male,1,        0,1
1894,53,79.8 ,female,1,        1,0
1895,51,102.  ,male,0,       1,0
1896,59,173.  ,male,0,       1,1
1897,16,27.4 ,female,0,       0,1
1898,38,58.9 ,male,0,       0,1
1899,19,109.  ,female,0,       0,0
1900,10,69.4 ,female,0,       0,1
1901,54,148.  ,female,0,       0,0
1902,29,100.  ,female,1,        0,0
1903,67,59.0 ,male,0,       0,1
1904,59,312.  ,male,0,       1,0
1905,29,93.2 ,male,0,       0,1
1906,71,75.0 ,male,0,       1,0
1907,39,48.8 ,female,0,       0,1
1908,17,89.2 ,female,0,       1,0
1909,22,169.  ,female,0,       1,0
1910,28,74.0 ,female,0,       0,1
1911,38,198.  ,female,1,        0,0
1912,27,60.4 ,male,0,       0,0
1913,37,82.6 ,female,0,       0,1
1914,27,29   ,female,0,       0,1
1915,53,57.5 ,male,0,       0,1
1916,26,50.4 ,female,1,        0,0
1917,40,62.6 ,male,1,        1,0
1918,32,100.  ,female,0,       0,1
1919,51,110.  ,male,1,        1,1
1920,64,143.  ,female,0,       1,0
1921,17,112.  ,female,0,       1,1
1922,40,91.0 ,male,0,       0,1
1923,31,73.7 ,female,0,       0,0
1924,70,104.  ,female,0,       0,1
1925,29,66.0 ,male,0,       0,1
1926,49,45.8 ,female,0,       0,1
1927,78,105.  ,female,0,       0,0
1928,32,61.1 ,female,0,       0,1
1929,12,80.1 ,female,0,       1,1
1930,44,135.  ,female,0,       0,1
1931,56,52.7 ,male,0,       0,1
1932,41,48.7 ,female,0,       0,0
1933,24,103.  ,female,0,       0,1
1934,12,88.5 ,female,0,       0,1
1935,61,70.8 ,female,0,       0,0
1936,32,53.2 ,female,0,       0,1
1937,39,174.  ,female,1,        0,1
1938,34,79.3 ,female,0,       1,1
1939,79,343.  ,male,0,       0,0
1940,27,79.4 ,female,0,       0,0
1941,11,110.  ,female,0,       0,1
1942,55,35.0 ,male,0,       0,1
1943,45,89.2 ,female,0,       0,0
1944,21,77.7 ,female,0,       0,0
1945,44,95.8 ,male,0,       1,1
1946,32,44.3 ,female,1,        0,1
1947,65,60.2 ,female,0,       0,1
1948,25,93.0 ,female,1,        0,1
1949,37,120.  ,female,0,       0,1
1950,44,40.6 ,male,0,       1,1
1951, 4,34.8 ,female,0,       0,0
1952,17,45.8 ,male,0,       1,1
1953,32,150.  ,female,0,       0,1
1954,27,89.4 ,female,0,       0,0
1955,30,74.9 ,male,0,       0,0
1956,60,66.2 ,male,0,       1,0
1957,23,107.  ,male,1,        1,1
1958,58,38.7 ,female,0,       0,1
1959,68,93.8 ,female,0,       0,1
1960,18,60.0 ,female,0,       0,0
1961,21,81.2 ,female,0,       0,1
1962,40,126.  ,male,0,       0,0
1963,12,30.5 ,female,1,        0,0
1964,36,78.8 ,female,1,        0,1
1965,10,56.8 ,female,0,       0,0
1966,26,67.6 ,female,1,        1,0
1967,32,295.  ,female,0,       1,0
1968, 9,116.  ,male,0,       0,0
1969,29,32.9 ,female,1,        1,0
1970,34,148.  ,male,0,       1,0
1971,64,76.1 ,female,0,       0,1
1972,12,45.6 ,male,0,       0,1
1973,24,69.8 ,male,0,       0,1
1974,41,57.4 ,female,0,       0,0
1975,28,114.  ,female,0,       0,0
1976,38,37.8 ,female,1,        1,0
1977,52,117.  ,female,1,        1,0
1978,53,28.1 ,male,0,       0,1
1979,17,34.9 ,male,1,        0,0
1980,27,137.  ,female,1,        0,1
1981, 9,106.  ,male,0,       0,1
1982,31,33.9 ,female,0,       0,1
1983,34,144.  ,male,1,        0,1
1984,64,92.6 ,female,1,        0,0
1985,25,100.  ,female,0,       1,1
1986,36,56.1 ,female,0,       1,1
1987,64,45.4 ,female,1,        1,0
1988,34,160.  ,female,0,       0,1
1989, 7,119.  ,female,0,       1,1
1990,33,88.3 ,female,1,        0,0
1991,25,142.  ,female,1,        0,1
1992,61,60.3 ,female,0,       0,0
1993,34,99.6 ,male,0,       0,1
1994,10,66.8 ,female,1,        0,0
1995,37,106.  ,female,0,       0,1
1996,24,62.9 ,male,0,       0,1
1997,16,105.  ,female,0,       0,1
1998,31,50.1 ,female,0,       0,1
1999,21,143.  ,female,0,       1,0
2000,24,40   ,female,0,       0,1
2001,25,43.2 ,female,0,       0,0
2002, 5,56.7 ,male,0,       0,1
2003, 2,39.2 ,male,0,       0,0
2004, 8,82.9 ,female,0,       0,1
2005,60,121.  ,female,0,       0,0
2006,12,60.5 ,male,0,       0,1
2007,69,27.3 ,male,1,        0,1
2008,47,143.  ,female,1,        1,0
2009,39,42.0 ,male,0,       0,0
2010,26,50.0 ,female,0,       0,0
2011,10,64.0 ,male,1,        0,1
2012,17,76.6 ,male,0,       0,1
2013,14,98.6 ,female,1,        1,0
2014,33,126.  ,male,0,       1,1
2015,28,78.1 ,female,1,        0,0
2016,40,196.  ,female,0,       0,1
2017,45,65.7 ,female,0,       1,1
2018,47,69.8 ,male,0,       1,0
2019,59,50.5 ,female,0,       0,1
2020,65,126.  ,female,0,       1,1
2021,66,134.  ,female,1,        0,1
2022,21,90.8 ,male,0,       0,1
2023,66,272.  ,female,0,       0,0
2024,23,137.  ,male,0,       0,1
2025,43,100.  ,female,0,       0,1
2026,75,210.  ,male,0,       0,1
2027,33,45.1 ,female,0,       0,0
2028,10,79.4 ,female,0,       1,0
2029,48,87.2 ,male,0,       0,1
2030,36,35.5 ,male,0,       0,0
2031,33,112.  ,male,0,       0,1
2032, 8,84.5 ,male,1,        0,0
2033,46,61.4 ,male,0,       1,0
2034,23,90.8 ,female,0,       0,1
2035,18,65.3 ,female,0,       1,0
2036,26,70.9 ,female,1,        0,1
2037,50,110.  ,male,1,        0,1
2038,35,190.  ,female,0,       0,0
2039,59,69.3 ,female,0,       1,1
2040,22,48.2 ,female,0,       1,0
2041,24,98.4 ,female,0,       1,0
2042,55,62.8 ,female,0,       0,1
2043,18,33.8 ,female,0,       1,0
2044,58,57.7 ,female,0,       0,0
2045,38,36.5 ,female,0,       0,1
2046,41,38.9 ,female,0,       0,0
2047,23,112.  ,female,0,       0,1
2048,48,86.1 ,female,0,       0,0
2049,46,121.  ,male,0,       0,1
2050,67,94.5 ,female,0,       0,1
2051,69,119.  ,male,0,       1,1
2052,57,141.  ,female,0,       0,0
2053,53,60.6 ,male,0,       0,0
2054,46,110.  ,female,0,       1,1
2055,29,70.7 ,male,0,       1,1
2056,50,178.  ,female,0,       0,1
2057,15,180.  ,female,0,       1,1
2058,54,61.4 ,female,0,       0,0
2059,53,54.6 ,female,0,       0,0
2060,16,36.0 ,female,1,        0,0
2061,10,115.  ,female,0,       0,1
2062,12,30.7 ,female,0,       0,0
2063,12,69.1 ,female,0,       1,0
2064,46,90.4 ,female,0,       0,1
2065,59,93.8 ,male,0,       1,1
2066,57,176.  ,male,0,       1,1
2067,72,105.  ,male,1,        0,0
2068,67,64.8 ,female,0,       0,1
2069,18,82.9 ,male,0,       0,0
2070,46,165.  ,female,0,       0,1
2071,24,117.  ,female,0,       0,1
2072,41,92.9 ,male,0,       0,1
2073,20,38.3 ,female,0,       0,0
2074, 3,35.8 ,female,0,       1,0
2075,41,151.  ,female,0,       0,0
2076,35,52.3 ,female,0,       0,1
2077,34,98.8 ,male,1,        0,0
2078,43,74.6 ,female,0,       0,1
2079,40,90.5 ,female,1,        0,1
2080,52,95.6 ,male,0,       0,0
2081,30,79.3 ,male,0,       0,1
2082,19,43.9 ,female,0,       0,1
2083,22,73.8 ,male,0,       0,1
2084,29,92.6 ,male,0,       0,1
2085,15,51.7 ,female,1,        0,0
2086,85,92.5 ,male,1,        0,1
2087,49,101.  ,female,1,        0,0
2088,44,120.  ,female,0,       0,1
2089,10,50.2 ,female,0,       0,1
2090,16,40.3 ,female,0,       0,0
2091,20,218.  ,male,0,       0,1
2092,24,58.1 ,female,0,       0,1
2093,28,47.0 ,male,0,       1,0
2094,22,83.7 ,male,0,       0,1
2095,22,90.5 ,female,0,       0,0
2096,35,125.  ,female,0,       0,1
2097,10,57.0 ,male,0,       0,0
2098,22,100   ,male,1,        0,1
2099,17,131.  ,female,0,       0,1
2100,21,75.0 ,female,0,       0,0
2101,34,122.  ,female,0,       0,1
2102,48,139.  ,female,0,       0,0
2103,27,57.4 ,female,0,       1,1
2104,22,86.9 ,female,1,        0,1
2105,44,69.5 ,female,0,       0,0
2106,18,56.6 ,male,0,       0,1
2107,67,475.  ,male,0,       0,1
2108, 9,57.6 ,male,0,       1,1
2109,65,56.1 ,female,0,       0,1
2110,20,63.8 ,female,0,       0,1
2111, 9,47.5 ,male,0,       0,0
2112,10,136.  ,female,0,       0,1
2113,23,39.1 ,female,0,       1,0
2114,32,35.5 ,female,0,       0,1
2115,11,80.3 ,female,1,        0,0
2116,37,65.1 ,female,0,       1,0
2117,28,64.0 ,female,1,        0,1
2118,17,47.9 ,male,0,       1,1
